Reaction ID;Note;Reference;DOI
ADCPS1;;;
ADCPS2;;;
ADCS;;;
ADCYRS;;;
ADK1;;;
ADK2;;;
ADK3;;;
ADK4;;;
ADMDC;Required for growth using L-alanine as a carbon source;;
ADNCYC;;Süsstrunk U, Pidoux J, Taubert S, Ullmann A, Thompson CJ.#1998#Pleiotropic effects of cAMP on germination, antibiotic biosynthesis and morphological development in Streptomyces coelicolor.#Mol Microbiol.#30#33-46#;10.1046/j.1365-2958.1998.01033.x
ADNK1;;;
ADNUC;;;
ADOCBIK;;;
ADOCBLS;;;
ADOXFUTS;;;
ADPRDP;;;
ADPT;;;
ADPT2;;;
ADSK;;;
ADSL1r;;;
ADSL2r;;;
ADSS;;;
ADXFUTNS;;"Mahanta, Nilkamal, et al. ""Menaquinone biosynthesis: formation of aminofutalosine requires a unique radical SAM enzyme."" Journal of the American Chemical Society 135.41 (2013).";10.1021/ja408594p
AGDC;;?wi?tek MA, Tenconi E, Rigali S, van Wezel GP.#2012#Functional analysis of the N-acetylglucosamine metabolic genes of Streptomyces coelicolor and role in control of development and antibiotic production.#J Bacteriol.#194#1136-1144#;10.1128/JB.06370-11
AGM4PCP;;;
AGMDA;;;
AGMT;;;
AGPAT120;;;
AGPAT140;;;
AGPAT141;;;
AGPAT150;;;
AGPAT160;;;
AGPAT161;;;
AGPAT170;;;
AGPAT180;;;
AGPAT181;;;
AGPATai150;;;
AGPATai170;;;
AGPATi140;;;
AGPATi150;;;
AGPATi160;;;
AGPATi170;;;
AGPATi180;;;
AGPR;;;
AGT;;;
AHCi;;;
AHLGAL;;;
AHLGALb;;;
AHMMPS;;;
AHOPS;;;
AHSERL2;;;
AICART;;;
AIRCr;;;
AKGDH;;;
AKGDH2;;;
AKP1;;;
ALAALAD;;Tan AL, Loke P, Sim TS.#2002#Molecular cloning and functional characterisation of VanX, a D-alanyl-D-alanine dipeptidase from Streptomyces coelicolor A3(2).#Res Microbiol.#153#27-32#;10.1016/S0923-2508(01)01282-7
ALAALAr;;;
ALAD_L;;;
ALALAC;;Hong HJ, Hutchings MI, Neu JM, Wright GD, Paget MS, Buttner MJ.#2004#Characterization of an inducible vancomycin resistance system in Streptomyces coelicolor reveals a novel gene (vanK) required for drug resistance.#Mol Microbiol.#52#1107-1121#;10.1111/j.1365-2958.2004.04032.x
ALAR;;;
ALAS;;;
ALATA_D2;;;
ALATA_L;;;
ALATA_L2;;;
ALATRS;;;
ALBFLOLR;;G. L. Challis, Exploitation of the Streptomyces coelicolor A3(2) genome sequence for discovery of new natural products and biosynthetic pathways, Journal of Industrial Microbiology & Biotechnology 41 (2) (2014) 219–232.;10.1007/s10295-013-1383-2
ALBFLOLS;;G. L. Challis, Exploitation of the Streptomyces coelicolor A3(2) genome sequence for discovery of new natural products and biosynthetic pathways, Journal of Industrial Microbiology & Biotechnology 41 (2) (2014) 219–232.;10.1007/s10295-013-1383-2
ALBFLONR;;G. L. Challis, Exploitation of the Streptomyces coelicolor A3(2) genome sequence for discovery of new natural products and biosynthetic pathways, Journal of Industrial Microbiology & Biotechnology 41 (2) (2014) 219–232.;10.1007/s10295-013-1383-2
ALBFLONS;;G. L. Challis, Exploitation of the Streptomyces coelicolor A3(2) genome sequence for discovery of new natural products and biosynthetic pathways, Journal of Industrial Microbiology & Biotechnology 41 (2) (2014) 219–232.;10.1007/s10295-013-1383-2
ALCD19;;;
ALCD19y;;;
ALCD2s;;;
ALCD2x;;;
ALCD2y;;;
ALDD1;;;
ALDD19xr;;;
ALDD2x;;;
ALDH;;;
ALLTAMH2;;;
ALLTN;;;
ALPHNH;;;
AM4PCP;;;
AMALT1;;;
AMALT2;;;
AMALT3;;;
AMALT4;;;
AMAOTr;;;
AMBACS;;;
AMBCOAL;;;
AMID;;;
AMID3;;;
AMID5;;;
AMMQLT9;;;
AMMQT9;;;
AMPTASECG;;;
AMPTASEPG;;;
ANHMK;;;
ANPRT;;;
ANS;;;
ANTDIOx;;;
ANTDIOy;;;
AOBUTDs;Spontaneous reaction;;
AOXSr2;;;
AP2EISOs;;;
APAT2r;;;
APATT;;;
APATc;;;
APATr;;;
APCS;;;
APG3PAT120;Required for growth (phospholipid biosynthesis);;
APG3PAT140;Required for growth (phospholipid biosynthesis);;
APG3PAT141;Required for growth (phospholipid biosynthesis);;
APG3PAT150;Required for growth (phospholipid biosynthesis);;
APG3PAT160;Required for growth (phospholipid biosynthesis);;
APG3PAT161;Required for growth (phospholipid biosynthesis);;
APG3PAT170;Required for growth (phospholipid biosynthesis);;
APG3PAT180;Required for growth (phospholipid biosynthesis);;
APG3PAT181;Required for growth (phospholipid biosynthesis);;
APG3PATai150;Required for growth (phospholipid biosynthesis);;
APG3PATai170;Required for growth (phospholipid biosynthesis);;
APG3PATi140;Required for growth (phospholipid biosynthesis);;
APG3PATi150;Required for growth (phospholipid biosynthesis);;
APG3PATi160;Required for growth (phospholipid biosynthesis);;
APG3PATi170;Required for growth (phospholipid biosynthesis);;
APG3PATi180;Required for growth (phospholipid biosynthesis);;
APH120;;;
APH140;;;
APH141;;;
APH150;;;
APH160;;;
APH161;;;
APH170;;;
APH180;;;
APH181;;;
APHai150;;;
APHai170;;;
APHi140;;;
APHi150;;;
APHi160;;;
APHi170;;;
APHi180;;;
APPLDHr;;;
APRAUR;;;
APTNAT;Required for growth using L-lysine as a carbon source;;
ARAB2r;;;
ARABDH;;;
ARABISOs;;;
ARABLAC;;;
ARAI;Required for growth using L-arabinose as a carbon source;;
ARAT;;;
ARGDr;;;
ARGSL;;;
ARGSS;;;
ARGTRS;;;
ARUH;;;
ASAD;;;
ASCISOs;;;
ASCOROX;;;
ASCORPO;;;
ASNN;Required for growth using L-asparagine as a carbon source;;
ASNS1;;;
ASNTRS;tRNA system;;
ASP1DC;;;
ASPCT;;;
ASPK;;;
ASPO;;;
ASPO1;;;
ASPO3;;;
ASPO5;;;
ASPO6;;;
ASPO6_2;;;
ASPT;;;
ASPTA;;;
ASPTRS;;;
ASR;;Corynebacterium glutamicum#Ordóñez E, Van Belle K, Roos G, De Galan S, Letek M, Gil JA, Wyns L, Mateos LM, Messens J.#2009#Arsenate reductase, mycothiol, and mycoredoxin concert thiol/disulfide exchange.#J Biol Chem.#284#15107-15116#;10.1074/jbc.M900877200
ATAH;;;
ATNS_nh4;;;
ATPHs;Spontaneous reaction;;
ATPPRT;;;
BACCL;;;
BACCL2;;;
BALDHs;;;
BCOADH;;;
BCOATA;;Li Y, Florova G, Reynolds KA.#2005#Alteration of the fatty acid profile of Streptomyces coelicolor by replacement of the initiation enzyme 3-ketoacyl acyl carrier protein synthase III (FabH).#J Bacteriol.#187#3795-3799#;10.1128/JB.187.11.3795-3799.2005
BDH;;;
BETALDHx;;;
BETALDHy;;;
BFBP;;;
BFORCL;;;
BFORMDC;;;
BGLA;;;
BMMCOAL;;;
BMOCOS;;;
BMOGDS1;;;
BMOGDS2;;;
BPNT;Required for growth (acyl-carrier protein biosynthesis);;
BSUZCOAD;;;
BTAOR;;;
BTCOAR;;;
BTNC;;;
BTS5;;;
BUPN;;;
BUTCOAL;;;
BWCOGDS1;;;
BWCOGDS2;;;
BWCOS;;;
BZALDH;;;
BZDH;;;
BZSCT;;;
C7AHXDH;;;
CADHX;;;
CAFFCOA;;;
CARBMODH;;;
CARBPHOL;;;
CARNMOx;;;
CARNMOy;;;
CARNOX;;;
CAT;;Cho YH, Roe JH.#1997#Isolation and expression of the catA gene encoding the major vegetative catalase in Streptomyces coelicolor Müller.#J Bacteriol.#179#4049-4052##Hahn JS, Oh SY, Roe JH.#2000#Regulation of the furA and catC operon, encoding a ferric uptake regulator homologue and catalase-peroxidase, respectively, in Streptomyces coelicolor A3(2).#J Bacteriol.#182#3767-3774##Cho YH, Lee EJ, Roe JH.#2000#A developmentally regulated catalase required for proper differentiation and osmoprotection of Streptomyces coelicolor.#Mol Microbiol.#35#150-160##Kim HS, Lee EJ, Cho YH, Roe JH.#2013#Post-translational regulation of a developmental catalase, CatB, involves a metalloprotease, SmpA and contributes to proper differentiation and osmoprotection of Streptomyces coelicolor.#Res Microbiol.;10.1128/jb.179.12.4049-4052.1997, 10.1128/JB.182.13.3767-3774.2000, 10.1046/j.1365-2958.2000.01685.x, 10.1016/j.resmic.2012.12.009
CAT23DOX;;;
CBIAT;;;
CBLAT;To utilize extracellular cob(1)alamin;;
CBMD;;;
CBPS;;;
CCCR;;;
CDAS1;;;
CDAS10;Required to produce calcium-dependent antibiotics;;
CDAS11;;Hojati Z, Milne C, Harvey B, Gordon L, Borg M, Flett F, Wilkinson B, Sidebottom PJ, Rudd BA, Hayes MA, Smith CP, Micklefield J.#2002#Structure, biosynthetic origin, and engineered biosynthesis of calcium-dependent antibiotics from Streptomyces coelicolor.#Chem Biol.#9#1175-1187#;10.1016/S1074-5521(02)00252-1
CDAS12;;Hojati Z, Milne C, Harvey B, Gordon L, Borg M, Flett F, Wilkinson B, Sidebottom PJ, Rudd BA, Hayes MA, Smith CP, Micklefield J.#2002#Structure, biosynthetic origin, and engineered biosynthesis of calcium-dependent antibiotics from Streptomyces coelicolor.#Chem Biol.#9#1175-1187#;10.1016/S1074-5521(02)00252-1
CDAS13;;Hojati Z, Milne C, Harvey B, Gordon L, Borg M, Flett F, Wilkinson B, Sidebottom PJ, Rudd BA, Hayes MA, Smith CP, Micklefield J.#2002#Structure, biosynthetic origin, and engineered biosynthesis of calcium-dependent antibiotics from Streptomyces coelicolor.#Chem Biol.#9#1175-1187#;10.1016/S1074-5521(02)00252-1
CDAS14a;;Hojati Z, Milne C, Harvey B, Gordon L, Borg M, Flett F, Wilkinson B, Sidebottom PJ, Rudd BA, Hayes MA, Smith CP, Micklefield J.#2002#Structure, biosynthetic origin, and engineered biosynthesis of calcium-dependent antibiotics from Streptomyces coelicolor.#Chem Biol.#9#1175-1187#;10.1016/S1074-5521(02)00252-1
CDAS14b;;Hojati Z, Milne C, Harvey B, Gordon L, Borg M, Flett F, Wilkinson B, Sidebottom PJ, Rudd BA, Hayes MA, Smith CP, Micklefield J.#2002#Structure, biosynthetic origin, and engineered biosynthesis of calcium-dependent antibiotics from Streptomyces coelicolor.#Chem Biol.#9#1175-1187#;10.1016/S1074-5521(02)00252-1
CDAS15;;Hojati Z, Milne C, Harvey B, Gordon L, Borg M, Flett F, Wilkinson B, Sidebottom PJ, Rudd BA, Hayes MA, Smith CP, Micklefield J.#2002#Structure, biosynthetic origin, and engineered biosynthesis of calcium-dependent antibiotics from Streptomyces coelicolor.#Chem Biol.#9#1175-1187#;10.1016/S1074-5521(02)00252-1
CDAS16;;Hojati Z, Milne C, Harvey B, Gordon L, Borg M, Flett F, Wilkinson B, Sidebottom PJ, Rudd BA, Hayes MA, Smith CP, Micklefield J.#2002#Structure, biosynthetic origin, and engineered biosynthesis of calcium-dependent antibiotics from Streptomyces coelicolor.#Chem Biol.#9#1175-1187#;10.1016/S1074-5521(02)00252-1
CDAS17;;Hojati Z, Milne C, Harvey B, Gordon L, Borg M, Flett F, Wilkinson B, Sidebottom PJ, Rudd BA, Hayes MA, Smith CP, Micklefield J.#2002#Structure, biosynthetic origin, and engineered biosynthesis of calcium-dependent antibiotics from Streptomyces coelicolor.#Chem Biol.#9#1175-1187#;10.1016/S1074-5521(02)00252-1
CDAS18;;Hojati Z, Milne C, Harvey B, Gordon L, Borg M, Flett F, Wilkinson B, Sidebottom PJ, Rudd BA, Hayes MA, Smith CP, Micklefield J.#2002#Structure, biosynthetic origin, and engineered biosynthesis of calcium-dependent antibiotics from Streptomyces coelicolor.#Chem Biol.#9#1175-1187#;10.1016/S1074-5521(02)00252-1
CDAS19;;Hojati Z, Milne C, Harvey B, Gordon L, Borg M, Flett F, Wilkinson B, Sidebottom PJ, Rudd BA, Hayes MA, Smith CP, Micklefield J.#2002#Structure, biosynthetic origin, and engineered biosynthesis of calcium-dependent antibiotics from Streptomyces coelicolor.#Chem Biol.#9#1175-1187#;10.1016/S1074-5521(02)00252-1
CDAS2;;;
CDAS3;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
CDAS4;Required to produce calcium-dependent antibiotics;;
CDAS5x;;;
CDAS5y;;;
CDAS6;;Lewis RA, Nunns L, Thirlway J, Carroll K, Smith CP, Micklefield J.#2011#Active site modification of the ?-ketoacyl-ACP synthase FabF3 of Streptomyces coelicolor affects the fatty acid chain length of the CDA lipopeptides.#Chem Commun (Camb).#47#1860-1862#;10.1039/c0cc03444d
CDAS7;;Tang Y, Lee HY, Tang Y, Kim CY, Mathews I, Khosla C.#2006#Structural and functional studies on SCO1815: a beta-ketoacyl-acyl carrier protein reductase from Streptomyces coelicolor A3(2).#Biochemistry.#45#14085-14093#;10.1021/bi061187v
CDAS8;Required to produce calcium-dependent antibiotics;;
CDAS9x;;;
CDAS9y;;;
CDP4DGNOx;;;
CDP4DGNOy;;;
CDPMEK;;;
CEPSPORDA;;;
CHIRAISO;;;
CHO43OR;;;
CHOLD;;;
CHOLD2;;;
CHOLOX;;;
CHORDH;;;
CHORM;;;
CHORS;;;
CIGAMS;;Park JH, Cha CJ, Roe JH.#2006#Identification of genes for mycothiol biosynthesis in Streptomyces coelicolor A3(2).#J Microbiol.#44#121-125;PMID: 16554727
CINNCOAL;;;
CINNDOX;;;
CITCIa2;;;
CITCIb;;;
CITL;;;
CITMS;BLASTP homology;"Kumelj, Tjaša, et al. ""Predicting strain engineering strategies using iKS1317: a genome?scale metabolic model of Streptomyces coelicolor."" Biotechnology journal (2018): 1800180.";10.1002/biot.201800180
CLADHAL;;;
CLPNS120;;;
CLPNS140;;;
CLPNS141;;;
CLPNS150;;;
CLPNS160;;;
CLPNS161;;;
CLPNS170;;;
CLPNS180;;;
CLPNS181;;;
CLPNSII120;;Sandoval-Calderón M, Geiger O, Guan Z, Barona-Gómez F, Sohlenkamp C.#2009#A eukaryote-like cardiolipin synthase is present in Streptomyces coelicolor and in most actinobacteria.#J Biol Chem.#284#17383-17390#;10.1074/jbc.M109.006072
CLPNSII140;;Sandoval-Calderón M, Geiger O, Guan Z, Barona-Gómez F, Sohlenkamp C.#2009#A eukaryote-like cardiolipin synthase is present in Streptomyces coelicolor and in most actinobacteria.#J Biol Chem.#284#17383-17390#;10.1074/jbc.M109.006072
CLPNSII141;;Sandoval-Calderón M, Geiger O, Guan Z, Barona-Gómez F, Sohlenkamp C.#2009#A eukaryote-like cardiolipin synthase is present in Streptomyces coelicolor and in most actinobacteria.#J Biol Chem.#284#17383-17390#;10.1074/jbc.M109.006072
CLPNSII150;;Sandoval-Calderón M, Geiger O, Guan Z, Barona-Gómez F, Sohlenkamp C.#2009#A eukaryote-like cardiolipin synthase is present in Streptomyces coelicolor and in most actinobacteria.#J Biol Chem.#284#17383-17390#;10.1074/jbc.M109.006072
CLPNSII160;;Sandoval-Calderón M, Geiger O, Guan Z, Barona-Gómez F, Sohlenkamp C.#2009#A eukaryote-like cardiolipin synthase is present in Streptomyces coelicolor and in most actinobacteria.#J Biol Chem.#284#17383-17390#;10.1074/jbc.M109.006072
CLPNSII161;;Sandoval-Calderón M, Geiger O, Guan Z, Barona-Gómez F, Sohlenkamp C.#2009#A eukaryote-like cardiolipin synthase is present in Streptomyces coelicolor and in most actinobacteria.#J Biol Chem.#284#17383-17390#;10.1074/jbc.M109.006072
CLPNSII170;;Sandoval-Calderón M, Geiger O, Guan Z, Barona-Gómez F, Sohlenkamp C.#2009#A eukaryote-like cardiolipin synthase is present in Streptomyces coelicolor and in most actinobacteria.#J Biol Chem.#284#17383-17390#;10.1074/jbc.M109.006072
CLPNSII180;;Sandoval-Calderón M, Geiger O, Guan Z, Barona-Gómez F, Sohlenkamp C.#2009#A eukaryote-like cardiolipin synthase is present in Streptomyces coelicolor and in most actinobacteria.#J Biol Chem.#284#17383-17390#;10.1074/jbc.M109.006072
CLPNSII181;;Sandoval-Calderón M, Geiger O, Guan Z, Barona-Gómez F, Sohlenkamp C.#2009#A eukaryote-like cardiolipin synthase is present in Streptomyces coelicolor and in most actinobacteria.#J Biol Chem.#284#17383-17390#;10.1074/jbc.M109.006072
CLPNSIIai150;;Sandoval-Calderón M, Geiger O, Guan Z, Barona-Gómez F, Sohlenkamp C.#2009#A eukaryote-like cardiolipin synthase is present in Streptomyces coelicolor and in most actinobacteria.#J Biol Chem.#284#17383-17390#;10.1074/jbc.M109.006072
CLPNSIIai170;;Sandoval-Calderón M, Geiger O, Guan Z, Barona-Gómez F, Sohlenkamp C.#2009#A eukaryote-like cardiolipin synthase is present in Streptomyces coelicolor and in most actinobacteria.#J Biol Chem.#284#17383-17390#;10.1074/jbc.M109.006072
CLPNSIIi140;;Sandoval-Calderón M, Geiger O, Guan Z, Barona-Gómez F, Sohlenkamp C.#2009#A eukaryote-like cardiolipin synthase is present in Streptomyces coelicolor and in most actinobacteria.#J Biol Chem.#284#17383-17390#;10.1074/jbc.M109.006072
CLPNSIIi150;;Sandoval-Calderón M, Geiger O, Guan Z, Barona-Gómez F, Sohlenkamp C.#2009#A eukaryote-like cardiolipin synthase is present in Streptomyces coelicolor and in most actinobacteria.#J Biol Chem.#284#17383-17390#;10.1074/jbc.M109.006072
CLPNSIIi160;;Sandoval-Calderón M, Geiger O, Guan Z, Barona-Gómez F, Sohlenkamp C.#2009#A eukaryote-like cardiolipin synthase is present in Streptomyces coelicolor and in most actinobacteria.#J Biol Chem.#284#17383-17390#;10.1074/jbc.M109.006072
CLPNSIIi170;;Sandoval-Calderón M, Geiger O, Guan Z, Barona-Gómez F, Sohlenkamp C.#2009#A eukaryote-like cardiolipin synthase is present in Streptomyces coelicolor and in most actinobacteria.#J Biol Chem.#284#17383-17390#;10.1074/jbc.M109.006072
CLPNSIIi180;;Sandoval-Calderón M, Geiger O, Guan Z, Barona-Gómez F, Sohlenkamp C.#2009#A eukaryote-like cardiolipin synthase is present in Streptomyces coelicolor and in most actinobacteria.#J Biol Chem.#284#17383-17390#;10.1074/jbc.M109.006072
CLPNSai150;;;
CLPNSai170;;;
CLPNSi140;;;
CLPNSi150;;;
CLPNSi160;;;
CLPNSi170;;;
CLPNSi180;;;
CMCMSAD;;;
CMLDC;;;
CMPA;;;
COBP3DH;;;
COCHL;Aerobic adenosylcobalamin biosynthetic pathway;Borovok I, Gorovitz B, Yanku M, Schreiber R, Gust B, Chater K, Aharonowitz Y, Cohen G.#2004#Alternative oxygen-dependent and oxygen-independent ribonucleotide reductases in Streptomyces: cross-regulation and physiological role in response to oxygen limitation.#Mol Microbiol.#54#1022-1035#;10.1111/j.1365-2958.2004.04325.x
CODSCL5BMT;;;
CODSCL5DA;;;
COELICHELINR1;Iron uptake using coelichelin system;;
COELICHELINR2;Iron uptake using coelichelin system;;
COELICHELINR3;Iron uptake using coelichelin system;;
COELICHELINexs;Iron uptake using coelichelin system, spontaneous reaction;;
COSPERDH;;;
CPC2MT;Anaerobic adenosylcobalamin biosynthetic pathway (incomplete);;
CPC3MT;Anaerobic adenosylcobalamin biosynthetic pathway (incomplete);;
CPC6R;Anaerobic adenosylcobalamin biosynthetic pathway (incomplete);;
CPC8MM;Anaerobic adenosylcobalamin biosynthetic pathway (incomplete);;
CPKS1;Module 1, 2 and 3;"Pawlik K, Kotowska M, Chater KF, Kuczek K, Takano E. A cryptic type I polyketide synthase (cpk) gene cluster in Streptomyces coelicolor A3 (2). Archives of microbiology. 2007 Feb 1;187(2):87-99.";10.1007/s00203-006-0176-7
CPKS2;Module 4 and 5;"Pawlik K, Kotowska M, Chater KF, Kuczek K, Takano E. A cryptic type I polyketide synthase (cpk) gene cluster in Streptomyces coelicolor A3 (2). Archives of microbiology. 2007 Feb 1;187(2):87-99.";10.1007/s00203-006-0176-7
CPKS3;;"Awodi UR, Ronan JL, Masschelein J, de los Santos EL, Challis GL. Thioester reduction and aldehyde transamination are universal steps in actinobacterial polyketide alkaloid biosynthesis. Chemical Science. 2017;8(1):411-5., Pawlik K, Kotowska M, Chater KF, Kuczek K, Takano E. A cryptic type I polyketide synthase (cpk) gene cluster in Streptomyces coelicolor A3 (2). Archives of microbiology. 2007 Feb 1;187(2):87-99.";10.1039/c6sc02803a, 10.1007/s00203-006-0176-7
CPKS4a;;"Awodi UR, Ronan JL, Masschelein J, de los Santos EL, Challis GL. Thioester reduction and aldehyde transamination are universal steps in actinobacterial polyketide alkaloid biosynthesis. Chemical Science. 2017;8(1):411-5., Pawlik K, Kotowska M, Chater KF, Kuczek K, Takano E. A cryptic type I polyketide synthase (cpk) gene cluster in Streptomyces coelicolor A3 (2). Archives of microbiology. 2007 Feb 1;187(2):87-99.";10.1039/c6sc02803a, 10.1007/s00203-006-0176-7
CPKS4b;;"Awodi UR, Ronan JL, Masschelein J, de los Santos EL, Challis GL. Thioester reduction and aldehyde transamination are universal steps in actinobacterial polyketide alkaloid biosynthesis. Chemical Science. 2017;8(1):411-5., Pawlik K, Kotowska M, Chater KF, Kuczek K, Takano E. A cryptic type I polyketide synthase (cpk) gene cluster in Streptomyces coelicolor A3 (2). Archives of microbiology. 2007 Feb 1;187(2):87-99.";10.1039/c6sc02803a, 10.1007/s00203-006-0176-7
CPKS5;EC enzymes exported by TAT exrection system;"Gomez-Escribano JP, Song L, Fox DJ, Yeo V, Bibb MJ, Challis GL. Structure and biosynthesis of the unusual polyketide alkaloid coelimycin P1, a metabolic product of the cpk gene cluster of Streptomyces coelicolor M145. Chemical Science. 2012;3(9):2716-20.";10.1039/C2SC20410J
CPMPS;;Fischer M, Alderson J, van Keulen G, White J, Sawers RG.#2010#The obligate aerobe Streptomyces coelicolor A3(2) synthesizes three active respiratory nitrate reductases.#Microbiology.#156#3166-3179#;10.1099/mic.0.042572-0
CPPPGO2;;;
CREATA;;;
CREATDA;;;
CS;;Viollier PH, Minas W, Dale GE, Folcher M, Thompson CJ.#2001#Role of acid metabolism in Streptomyces coelicolor morphological differentiation and antibiotic biosynthesis.#J Bacteriol.#183#3184-3192#;10.1128/JB.183.10.3184-3192.2001
CSND;;;
CSPMDDH;;;
CTECOAI6;;;
CTECOAI7;;;
CTECOAI8;;;
CTPGNAC;;;
CTPS1;;;
CTPS2;;;
CU1O;;;
CUMALDH;;;
CYANST;;;
CYC1CCDH;;;
CYCHEXDH;;;
CYCHEXMO;;;
CYCHEX_2;;;
CYCOADH;;;
CYO1ab;;;
CYO2b;;Corynebacterium glutamicum#Niebisch A, Bott M.#2001#Molecular analysis of the cytochrome bc1-aa3 branch of the Corynebacterium glutamicum respiratory chain containing an unusual diheme cytochrome c1.#Arch Microbiol.#175#282-294#;10.1007/s002030100262
CYRDAAT;;;
CYRDAR;Required for growth (adenosylcobalamin biosynthesis);;
CYRDAS;Anaerobic adenosylcobalamin biosynthetic pathway (incomplete);;
CYSBLY;;;
CYSDS;;;
CYSS;;;
CYSTGL;;;
CYSTL;;;
CYSTRS;;;
CYSTS;;;
CYT5MONP;;;
CYTD;;;
CYTDH;;;
CYTDK1;;;
CYTDK2;;;
CYTK1;;;
CYTK2;;;
D4DGCD;;;
D5KGK;;;
D5KGPA;;;
D5KGPA2;;;
DABAACT;;;
DABAAT;;;
DACGKIN;;;
DADA;;Pornbanlualap S, Chalopagorn P.#2011#Adenosine deaminase from Streptomyces coelicolor: recombinant expression, purification and characterization.#Protein Expr Purif.#78#167-173#;10.1016/j.pep.2011.04.003
DADK;;;
DAPAT;Required for growth using L-lysine as a carbon source;;
DAPDC;;;
DAPE;;;
DARGO;;;
DASYN120;;;
DASYN140;;;
DASYN141;;;
DASYN150;;;
DASYN160;;;
DASYN161;;;
DASYN170;;;
DASYN180;;;
DASYN181;;;
DASYNai150;;;
DASYNai170;;;
DASYNi140;;;
DASYNi150;;;
DASYNi160;;;
DASYNi170;;;
DASYNi180;;;
DATPHs;Spontaneous reaction;;
DB4PS;;Spoonamore JE, Dahlgran AL, Jacobsen NE, Bandarian V.#2006#Evolution of new function in the GTP cyclohydrolase II proteins of Streptomyces coelicolor.#Biochemistry.#45#12144-12155#;10.1021/bi061005x
DBTS;;;
DCH;;;
DCPEPFU;;;
DCTPD;;;
DCTPD2;;;
DCYCHEX;;;
DCYTD;;;
DDALLO;;;
DDGALK;;;
DDGLK;;;
DDPA;;;
DDPGA;;;
DGALACYC;;;
DGC2D;;;
DGI;;;
DGK1;;;
DGLUC4KR;;;
DGLUCMT;;;
DGLUCYC;;;
DGLYHRED;;;
DHACOAH;;Escherichia coli and Pseudomonas putida#Teufel R, Mascaraque V, Ismail W, Voss M, Perera J, Eisenreich W, Haehnel W, Fuchs G.#2010#Bacterial phenylalanine and phenylacetate catabolic pathway revealed.#Proc Natl Acad Sci U S A.#107#107-132#;10.1073/pnas.1005399107
DHAD1;;;
DHAD2;;;
DHAK;;;
DHAPT;;;
DHBD;;;
DHBS;;;
DHDPRy;;;
DHDPS;;;
DHFR;Required for growth (tetrahydrofolate biosynthesis);;
DHFS;;;
DHICONF;;;
DHNAI;Required for growth (menaquinone biosynthesis);;
DHNANT4;Required for growth (menaquinone biosynthesis);"Cooper, Lisa E., et al. ""In vitro reconstitution of the radical SAM enzyme MqnC involved in the biosynthesis of futalosine-derived menaquinone."" Biochemistry 52.27 (2013)";10.1021/bi400498d
DHNAOT9;;;
DHNAS;;Hiratsuka T, Furihata K, Ishikawa J, Yamashita H, Itoh N, Seto H, Dairi T.#2008#An alternative menaquinone biosynthetic pathway operating in microorganisms.#Science.#321#1670-1673#;10.1126/science.1160446
DHNPA2r;;;
DHNPTE;;;
DHORD4;;;
DHORD5;;;
DHORTS;;;
DHPD;;;
DHPPDA2;;;
DHPS;;;
DHPS2;;;
DHQS;;;
DHQTi;;White PJ, Young J, Hunter IS, Nimmo HG, Coggins JR.#1990#The purification and characterization of 3-dehydroquinase from Streptomyces coelicolor.#Biochem J.#265#735-738#;10.1042/bj2650735
DHYDTHYM;;;
DIFRNLY;;;
DIOP5OR;;;
DMATT;;;
DMBZIDS;Required for growth (adenosylcobalamin biosynthesis);;
DMETMO;;;
DMPPS;;;
DMT;;;
DNADDP;;;
DNMPPA;;;
DNTPPA_1;;;
DORNO;;;
DPCOAK;;;
DPCOX;;;
DPMSYN;;;
DPR;;;
DPROLORED;;;
DRBK;;;
DRIB2FUR;;;
DRIBPA;;;
DRPA;;;
DTARTD;;;
DTDP26DGR;;;
DTDPG4E;;;
DTMPK;Required for growth (dTTP biosynthesis);;
DURIK1;;;
DURIPP;;;
DUTPDP;;;
DX5PGLYCPL;;;
DXFUTOR;;"Mahanta, Nilkamal, et al. ""Menaquinone biosynthesis: formation of aminofutalosine requires a unique radical SAM enzyme."" Journal of the American Chemical Society 135.41 (2013).";10.1021/ja408594p
DXPRIi;;;
DXPS;;;
DXYLDH;;;
DXYLK;;;
E4PD;;;
EAR100x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR100y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR110x;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
EAR110y;;"Singh, Renu, and Kevin A. Reynolds. ""Characterization of FabG and FabI of the Streptomyces coelicolor dissociated fatty acid synthase."" ChemBioChem 16.4 (2015): 631-640";10.1002/cbic.201402670
