rxns	MEAN_M145_21	MEAN_M145_29	MEAN_M145_33	MEAN_M145_37	MEAN_M145_41	MEAN_M145_45	MEAN_M145_49	MEAN_M145_53	MEAN_M145_57	MEAN_M1152_33	MEAN_M1152_41	MEAN_M1152_45	MEAN_M1152_49	MEAN_M1152_53	MEAN_M1152_57	MEAN_M1152_61	MEAN_M1152_65	STDEV_M145_21	STDEV_M145_29	STDEV_M145_33	STDEV_M145_37	STDEV_M145_41	STDEV_M145_45	STDEV_M145_49	STDEV_M145_53	STDEV_M145_57	STDEV_M1152_33	STDEV_M1152_41	STDEV_M1152_45	STDEV_M1152_49	STDEV_M1152_53	STDEV_M1152_57	STDEV_M1152_61	STDEV_M1152_65	Z_M145_29h_vs_M145_45h	Z_M145_29h_vs_M1152_41h	Z_M1152_41h_vs_M1152_57h	Z_M145_45h_vs_M1152_57h
X5PL3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XGLCOLIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLLGXYL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLXG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14GLUCANabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2HXMPt6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4A5HMPt	-4.784831e-08	-3.260428e-08	-4.001771e-08	0	-9.137293e-08	-9.727981e-08	-1.498667e-07	-2.540184e-07	-1.712639e-07	-2.451082e-08	-3.894172e-08	-1.231158e-07	-1.275094e-07	-9.798064e-08	-2.107625e-07	-2.342590e-07	-1.194455e-07	1.953008e-06	2.305471e-06	2.561598e-06	0	4.568189e-06	4.863504e-06	6.117057e-06	8.052835e-06	6.990422e-06	1.733177e-06	2.753595e-06	5.025175e-06	5.204510e-06	4.917137e-06	7.449344e-06	8.279820e-06	5.971677e-06	100	100	100	100
5DGLCNt2r	0	0	0	-6.092638e-07	-9.375497e-07	0	-1.207421e-06	-6.440854e-07	-1.394061e-06	0	-8.093173e-07	0	-8.763408e-07	-2.278875e-06	0	0	0	0	0	0	4.308145e-05	6.629478e-05	0	6.036823e-05	4.554371e-05	6.969606e-05	0	5.722737e-05	0	6.196665e-05	1.139324e-04	0	0	0	0	100	-100	0
5MTRt2	6.661261e-04	5.771840e-04	4.517761e-04	6.908538e-05	7.037688e-05	7.278438e-05	3.093037e-05	3.253959e-05	3.485523e-05	5.936265e-04	4.466703e-04	3.694432e-04	3.319940e-04	6.623649e-05	7.384459e-05	8.535265e-05	8.623107e-05	1.621969e-05	2.530228e-05	3.066148e-05	3.276216e-05	1.545047e-05	2.117966e-05	1.316795e-05	1.838848e-05	2.073829e-05	1.248554e-05	2.516494e-05	3.968424e-05	2.044545e-05	2.952263e-05	1.452139e-05	1.499407e-05	1.448720e-05	100	100	100	-100
ABTabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABUTt2r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACALDt	0	-1.397389e-06	0	-1.426771e-06	-2.502281e-06	0	-2.664248e-06	-1.875560e-06	0	0	0	-1.760278e-06	-2.333507e-06	-1.517038e-06	0	0	0	0	9.881035e-05	0	1.008879e-04	1.251015e-04	0	1.087457e-04	9.376862e-05	0	0	0	1.244705e-04	1.166637e-04	1.072708e-04	0	0	0	-100	-100	0	0
ACCt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSERt	1.266080e-06	0	2.207819e-06	1.364713e-06	1.120234e-06	1.192653e-06	0	7.651554e-07	8.280525e-07	1.378791e-06	0	0	1.045666e-06	0	7.585216e-07	0	7.692992e-07	6.329769e-05	0	1.103799e-04	9.649975e-05	7.921248e-05	8.433330e-05	0	5.410466e-05	5.855216e-05	6.893268e-05	0	0	7.393975e-05	0	5.363558e-05	0	5.439767e-05	-100	0	-100	100
ACTt	9.970355e-08	2.638550e-07	2.347948e-07	3.020164e-07	2.753136e-07	3.374358e-07	2.720791e-07	3.030742e-07	2.719529e-07	0	0	0	0	0	0	0	0	1.967606e-06	4.568775e-06	4.599223e-06	5.602776e-06	5.456857e-06	6.211383e-06	5.547684e-06	5.945724e-06	5.846446e-06	0	0	0	0	0	0	0	0	-100	100	0	100
ACt2r	-1.236020e+00	-2.686949e-01	-1.008219e-01	-2.331896e-01	-2.022394e-01	-1.660137e-01	-1.059842e-04	-1.287030e-04	-9.331098e-05	-2.441809e+01	-3.246094e+01	-4.105691e+01	-3.560331e+01	-3.678660e+01	-4.123272e+01	-4.941066e+01	-4.835422e+01	1.617987e-03	3.399353e-03	1.030950e-02	4.005129e-03	4.625383e-03	4.951377e-03	1.543455e-03	1.844184e-03	1.263425e-03	4.558977e+01	6.818370e+01	7.621551e+01	7.614469e+01	8.646466e+01	9.777917e+01	1.147655e+02	1.144888e+02	-100	100	100	100
ACt4	0	0	0	0	0	0	0	0	0	2.425193e+01	3.246057e+01	4.087352e+01	3.535724e+01	3.646098e+01	4.123235e+01	4.941039e+01	4.835391e+01	0	0	0	0	0	0	0	0	0	4.558975e+01	6.818372e+01	7.621538e+01	7.614463e+01	8.646436e+01	9.777928e+01	1.147656e+02	1.144889e+02	0	-100	-100	-100
ADEt	0	0	-1.874195e-07	-3.817510e-07	0	0	0	-1.865110e-07	-2.168437e-07	-2.769699e-07	-1.917906e-07	-3.992163e-07	-1.942508e-07	-4.313850e-07	-1.885992e-07	0	0	0	0	1.325256e-05	1.908564e-05	0	0	0	1.318832e-05	1.430752e-05	1.384711e-05	1.356164e-05	1.995882e-05	1.373561e-05	2.156709e-05	1.333597e-05	0	0	0	100	-100	100
ADNt2	-8.457594e-08	0	0	-1.601076e-07	-1.444822e-07	-1.535881e-07	0	0	0	-1.080873e-07	0	0	0	0	0	-3.055259e-07	-1.557158e-07	5.980422e-06	0	0	1.132132e-05	1.021643e-05	1.086032e-05	0	0	0	7.642923e-06	0	0	0	0	0	1.527477e-05	1.101077e-05	100	0	0	-100
AKGt2r	-2.171781e-06	-2.943302e-06	-4.876686e-06	-3.811759e-06	-9.670297e-06	0	-1.355957e-06	-1.685849e-06	-5.165637e-06	-1.125186e-06	0	0	-2.409589e-06	-3.527355e-06	0	0	-1.263950e-06	1.535681e-04	1.471504e-04	1.990501e-04	1.880945e-04	3.622648e-04	0	9.588063e-05	1.192075e-04	2.115910e-04	7.956269e-05	0	0	1.703837e-04	2.494217e-04	0	0	8.937480e-05	-100	-100	0	0
ALAALAabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALAabc	0	1.153866e-05	1.274542e-05	0	0	0	0	0	0	8.764182e-06	0	7.264708e-06	5.382649e-06	0	0	0	0	0	5.768753e-04	6.372072e-04	0	0	0	0	0	0	4.381658e-04	0	5.136924e-04	3.806107e-04	0	0	0	0	100	100	0	0
ALAt2r	0	-1.387746e-05	-1.532882e-05	-5.757558e-06	-2.435963e-06	-2.094981e-06	0	0	-1.598470e-06	-2.778344e+01	-5.037721e+01	-4.609590e+01	-5.576895e+01	-1.630689e+01	-1.807670e+01	-1.870266e+01	-1.999309e+01	0	6.000676e-04	6.628250e-04	2.879849e-04	1.722486e-04	1.481376e-04	0	0	1.130289e-04	4.781047e+01	7.944996e+01	7.947078e+01	8.954139e+01	6.062328e+01	6.789857e+01	7.456492e+01	7.737465e+01	-100	100	-100	100
ALAt4	0	0	0	0	0	0	0	0	0	2.778343e+01	5.037721e+01	4.609589e+01	5.576894e+01	1.630689e+01	1.807670e+01	1.870266e+01	1.999309e+01	0	0	0	0	0	0	0	0	0	4.781046e+01	7.944996e+01	7.947078e+01	8.954140e+01	6.062328e+01	6.789857e+01	7.456492e+01	7.737465e+01	0	-100	100	-100
ALLTNt2r	-1.200818e-07	0	0	0	0	-1.814470e-07	-1.797348e-07	0	0	0	-1.426475e-07	0	-1.585132e-07	0	0	-2.105615e-07	-2.147209e-07	6.003489e-06	0	0	0	0	1.283024e-05	1.270917e-05	0	0	0	1.008670e-05	0	1.120858e-05	0	0	1.488894e-05	1.518306e-05	100	100	-100	-100
ANTHte	1.352830e-06	1.179363e-06	1.683864e-06	2.580264e-06	3.914799e-06	4.273023e-06	1.160081e-06	1.391004e-06	6.951819e-07	2.034500e-06	9.640147e-07	1.488056e-06	1.098974e-06	8.930570e-07	9.534674e-07	5.957513e-07	1.080664e-06	3.480919e-05	4.171611e-05	5.326934e-05	6.607240e-05	7.686273e-05	8.168100e-05	3.668655e-05	4.047363e-05	2.901648e-05	4.545184e-05	3.934786e-05	5.259493e-05	3.884295e-05	3.785340e-05	3.370005e-05	2.689970e-05	3.819579e-05	-100	100	100	100
ARBt2r	-7.220133e-06	0	-6.257018e-06	-1.247817e-05	-3.938969e-06	-5.654861e-06	-5.071403e-06	-1.568078e-05	0	-1.282288e-05	0	0	-5.315412e-06	-2.397818e-05	0	-3.769352e-06	-9.951552e-06	2.971001e-04	0	4.424380e-04	6.238463e-04	2.785272e-04	3.998590e-04	3.586024e-04	6.404227e-04	0	5.234223e-04	0	0	3.758564e-04	8.727342e-04	0	2.665334e-04	5.088968e-04	100	0	0	-100
ARGAGMt7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGORNt7	2.622677e-06	1.272988e-05	8.532486e-07	9.392571e-06	0	4.842800e-06	3.797658e-06	4.010195e-06	0	1.330698e-05	1.845725e-06	5.018877e-06	7.097759e-06	0	0	2.462359e-06	6.363292e-06	1.487385e-04	4.910900e-04	6.033378e-05	4.292072e-04	0	2.920227e-04	2.357195e-04	2.489106e-04	0	4.326747e-04	9.227700e-05	3.548882e-04	3.548525e-04	0	0	1.741151e-04	3.238784e-04	100	100	100	100
ARGt3	4.636121e-06	2.102920e-05	1.442289e-05	9.392571e-06	7.450524e-07	4.842800e-06	3.797658e-06	7.490285e-06	0	1.961299e-05	1.620802e-05	5.846059e-06	1.387129e-05	9.113787e-06	1.102806e-05	1.049929e-05	2.085974e-05	2.058698e-04	6.327120e-04	5.430316e-04	4.292072e-04	3.724889e-05	2.920227e-04	2.357195e-04	3.499767e-04	0	5.284392e-04	5.934289e-04	3.572780e-04	4.904386e-04	4.556800e-04	4.254414e-04	4.224938e-04	6.015575e-04	100	100	100	-100
ASNabc	2.896269e-06	1.730799e-05	0	0	0	0	0	0	0	4.388897e-06	2.094888e-05	0	5.382649e-06	0	0	0	0	2.047971e-04	7.064544e-04	0	0	0	0	0	0	0	3.103419e-04	8.550635e-04	0	3.806107e-04	0	0	0	0	100	-100	100	0
ASNt2r	-2.896269e-06	-1.823313e-05	0	0	-1.206859e-06	-1.285410e-06	-8.986224e-07	0	-1.026908e-06	-4.388897e-06	-2.094888e-05	-1.169707e-06	-5.382649e-06	0	-9.426789e-07	0	-2.136971e-06	2.047971e-04	7.094541e-04	0	0	8.533780e-05	9.089221e-05	6.354220e-05	0	7.261336e-05	3.103419e-04	8.550635e-04	8.271079e-05	3.806107e-04	0	6.665746e-05	0	1.068379e-04	-100	100	-100	-100
ASO3t8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPt2_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPt2r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BALAt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHBt	-1.511107e-06	-8.815165e-06	0	0	0	0	0	0	0	-2.241005e-06	0	0	-1.987233e-06	-2.583844e-06	-7.880570e-07	-4.387701e-07	0	1.068514e-04	3.598080e-04	0	0	0	0	0	0	0	1.584630e-04	0	0	1.405186e-04	1.827054e-04	5.572404e-05	3.102573e-05	0	-100	-100	100	100
BTNt2i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA2t4	-9.468318e-05	-7.349808e-05	-5.360153e-05	5.657248e-06	-6.569008e-06	-2.566427e-06	5.366927e-06	1.546380e-05	6.265786e-06	-8.497244e-05	-5.150124e-05	-3.641981e-05	-4.558749e-05	1.333704e-05	-1.831132e-06	2.865106e-06	-9.183286e-07	2.019241e-04	4.894275e-04	5.405894e-04	5.580241e-04	2.697245e-04	4.061027e-04	4.040785e-04	5.843527e-04	4.617756e-04	2.149837e-04	5.975373e-04	6.468544e-04	2.513888e-04	7.268084e-04	3.755347e-04	5.463763e-04	4.821770e-04	-100	-100	-100	-100
CADVt	2.742097e-07	9.989013e-07	5.516851e-07	4.985394e-07	8.333185e-07	0	0	6.248345e-07	1.014294e-06	3.799635e-07	0	6.292382e-07	7.696760e-07	0	0	0	3.514858e-07	1.938955e-05	4.994007e-05	3.901003e-05	3.525206e-05	4.166176e-05	0	0	3.123860e-05	4.140011e-05	2.686748e-05	0	4.449386e-05	3.848190e-05	0	0	0	2.485380e-05	100	100	0	0
CBIabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBL1abc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2t4	-2.867537e-06	0	-1.262392e-05	-6.282956e-06	-5.739084e-06	-6.110098e-06	-9.026194e-06	-5.379590e-06	-5.821801e-06	0	0	-1.439091e-05	-2.048570e-05	-6.952859e-06	-5.357743e-06	0	-2.949161e-05	2.027655e-04	0	6.311329e-04	4.442720e-04	4.058145e-04	4.320492e-04	4.549952e-04	3.803944e-04	4.116635e-04	0	0	7.194736e-04	7.261753e-04	4.916414e-04	3.788497e-04	0	9.053733e-04	100	0	100	-100
CDAabc	0	3.309286e-08	1.461829e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.340019e-06	5.166795e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
CDAti	1.348854e-07	2.615607e-07	3.681049e-08	1.552792e-07	1.606509e-07	1.990304e-07	1.223239e-07	2.380326e-07	1.456554e-07	0	0	0	0	0	0	0	0	3.615150e-06	6.539089e-06	2.602895e-06	5.523574e-06	5.090462e-06	5.771375e-06	3.901482e-06	5.646277e-06	4.609583e-06	0	0	0	0	0	0	0	0	100	100	0	100
CELLBabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHLabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHLt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHTBSabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CITRLt	3.698925e-07	2.029846e-06	2.240995e-06	2.816927e-07	1.492298e-06	4.172436e-06	4.177640e-07	6.385254e-07	9.548096e-07	7.739542e-07	6.080858e-07	1.921629e-06	1.586133e-06	5.742442e-07	1.403362e-06	1.334653e-06	4.966546e-07	2.615535e-05	7.174435e-05	7.920739e-05	1.991868e-05	6.208259e-05	1.080926e-04	2.954038e-05	3.417102e-05	4.773570e-05	3.869384e-05	4.299816e-05	7.843448e-05	6.474064e-05	2.871035e-05	5.401903e-05	5.231707e-05	3.511879e-05	-100	100	-100	100
CITt3	1.049310e-06	1.905095e-05	0	9.041740e-06	6.274261e-06	1.621030e-05	1.877063e-05	1.595876e-05	8.635298e-06	1.357698e-05	2.799493e-06	3.523275e-05	1.964117e-06	2.245732e-05	6.580429e-06	1.462959e-05	7.458630e-06	7.419743e-05	8.962768e-04	0	6.241430e-04	3.304218e-04	8.104337e-04	7.661552e-04	6.751614e-04	5.167274e-04	6.787810e-04	1.399607e-04	1.380095e-03	1.388840e-04	9.651931e-04	4.653066e-04	7.314063e-04	5.274048e-04	100	100	-100	100
CITt7	0	1.784672e-05	0	8.824074e-06	4.175408e-06	1.621030e-05	1.877063e-05	1.322636e-05	7.156795e-06	1.357698e-05	0	3.370987e-05	0	2.245732e-05	6.580429e-06	1.462959e-05	7.458630e-06	0	8.922467e-04	0	6.239563e-04	2.952459e-04	8.104337e-04	7.661552e-04	6.612518e-04	5.060618e-04	6.787810e-04	0	1.375925e-03	0	9.651931e-04	4.653066e-04	7.314063e-04	5.274048e-04	100	100	-100	100
CLt3_2	4.936103e-05	4.274447e-05	3.342291e-05	5.016942e-06	5.191743e-06	5.344645e-06	2.266457e-06	2.362381e-06	2.523810e-06	4.400638e-05	3.307038e-05	2.727649e-05	2.457133e-05	4.825735e-06	5.443371e-06	6.296673e-06	6.365770e-06	5.292158e-08	9.015875e-08	1.037581e-07	2.264395e-08	2.167927e-08	2.366710e-08	9.440317e-09	9.822644e-09	1.091311e-08	7.010325e-08	1.073023e-07	1.224435e-07	8.616548e-08	2.185882e-08	2.575928e-08	2.759361e-08	2.837014e-08	100	100	100	-100
CO2t	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1.000000e+00	-1.000000e+00	-1	-1.000000e+00	-1.000000e+00	-1.000000e+00	-1	2.486028e-04	5.257598e-03	2.036256e-02	1.048595e-13	2.277397e-14	5.589437e-05	1.755977e-04	2.622032e-04	3.685322e-04	9.649722e-03	1.076563e-02	4.880576e-03	7.471125e-14	3.002466e-04	2.605025e-04	4.094377e-04	6.312178e-14	0	-100	-100	-100
COBALT2t	6.087135e-07	8.084008e-05	4.121669e-07	5.300631e-05	2.290300e-05	6.590944e-08	5.639209e-05	1.986867e-05	2.150151e-05	1.227354e-04	6.521426e-05	2.025956e-04	6.419829e-05	5.544488e-05	1.936493e-05	2.202203e-05	7.850181e-08	6.526217e-10	3.278107e-03	1.279531e-09	2.646957e-03	1.614959e-03	2.918594e-10	2.300596e-03	1.402867e-03	1.518185e-03	3.525636e-03	3.239998e-03	5.835801e-03	2.607992e-03	2.768991e-03	1.364561e-03	1.551702e-03	3.498568e-10	100	100	100	-100
COBALT2t3	0	8.031296e-05	0	5.294444e-05	2.283898e-05	0	5.636414e-05	1.983954e-05	2.147038e-05	1.221927e-04	6.480644e-05	2.022592e-04	6.389528e-05	5.538537e-05	1.929781e-05	2.194438e-05	0	0	3.278107e-03	0	2.646957e-03	1.614959e-03	0	2.300596e-03	1.402867e-03	1.518185e-03	3.525636e-03	3.239998e-03	5.835801e-03	2.607992e-03	2.768991e-03	1.364561e-03	1.551702e-03	0	100	100	100	-100
COELICHELINUt	2.437449e-05	2.625958e-05	2.681995e-05	1.335065e-05	1.894041e-05	3.521865e-05	2.573969e-05	1.720547e-05	2.775285e-05	2.185748e-05	3.564783e-05	4.176294e-05	3.140076e-05	2.988653e-05	1.988861e-05	2.876702e-05	2.598263e-05	3.923027e-04	5.853720e-04	6.010786e-04	3.896803e-04	4.457970e-04	6.231595e-04	4.588028e-04	3.863710e-04	5.090212e-04	4.655975e-04	7.394892e-04	8.189035e-04	5.544126e-04	5.911517e-04	4.125508e-04	5.151966e-04	4.954289e-04	-100	-100	100	100
CPKS6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPKSt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSNt2	0	0	0	0	0	0	0	0	0	0	0	0	0	4.594006e+00	5.898139e+00	6.950312e+00	8.431591e+00	0	0	0	0	0	0	0	0	0	0	0	0	0	3.301358e+01	3.969993e+01	4.634531e+01	5.120841e+01	0	0	-100	-100
CU2t	2.240934e-05	3.518138e-05	1.950147e-05	6.443464e-06	8.821565e-06	1.122100e-05	2.866772e-05	1.333922e-05	1.900257e-05	2.987021e-05	4.320154e-05	3.113308e-05	1.096293e-05	5.626414e-05	2.254440e-05	1.107847e-05	6.509298e-06	3.187173e-04	7.442843e-04	5.201133e-04	3.590537e-04	3.807466e-04	4.882571e-04	7.492381e-04	5.182143e-04	6.473582e-04	5.655396e-04	9.867561e-04	8.379550e-04	3.022376e-04	1.227825e-03	6.657927e-04	4.681747e-04	3.377460e-04	100	-100	100	-100
CUt3	1.144961e-05	2.281704e-05	1.890329e-05	3.732342e-06	1.146464e-05	9.087758e-06	2.350933e-05	2.553336e-05	2.231631e-05	2.135323e-05	2.761383e-05	4.309724e-05	1.602337e-05	5.937971e-05	3.511911e-05	4.743254e-05	3.366499e-05	4.046834e-04	8.064621e-04	7.715693e-04	2.639165e-04	5.731748e-04	4.803284e-04	7.469321e-04	8.097808e-04	7.909011e-04	6.751200e-04	9.760034e-04	1.243488e-03	6.540204e-04	1.405229e-03	9.505812e-04	1.185036e-03	9.804719e-04	100	-100	-100	-100
CYSabc	1.196146e-06	2.373220e-06	2.621421e-06	5.109305e-06	4.610594e-06	9.817308e-06	0	4.248574e-06	0	7.221510e-06	1.149005e-05	8.965035e-06	8.593503e-06	0	8.460889e-06	0	4.794739e-06	8.458029e-05	1.678120e-04	1.853624e-04	3.612824e-04	3.260182e-04	4.908163e-04	0	3.004195e-04	0	3.610394e-04	4.974507e-04	4.724610e-04	3.720476e-04	0	4.230021e-04	0	3.390393e-04	-100	-100	100	100
CYSabc2	1.196146e-06	2.373220e-06	2.621421e-06	0	0	0	0	0	0	0	5.745023e-06	2.988345e-06	4.296751e-06	0	0	0	0	8.458029e-05	1.678120e-04	1.853624e-04	0	0	0	0	0	0	0	2.872224e-04	2.113079e-04	2.148161e-04	0	0	0	0	100	-100	100	0
CYSt	2.319550e-07	8.156138e-07	0	5.109305e-06	5.316090e-06	1.056841e-05	0	4.248574e-06	3.117441e-07	7.221510e-06	6.658029e-06	6.494630e-06	4.957943e-06	1.289543e-06	8.460889e-06	0	5.120264e-06	1.640170e-05	4.077661e-05	0	3.612824e-04	3.279107e-04	4.922357e-04	0	3.004195e-04	2.204363e-05	3.610394e-04	4.087781e-04	4.241925e-04	3.056099e-04	5.263484e-05	4.230021e-04	0	3.398152e-04	-100	-100	-100	100
CYTDt2	0	0	-1.538151e-08	-1.913809e-08	0	-2.145113e-08	0	0	0	0	-3.083676e-08	0	-1.872974e-08	-4.591811e-08	-2.412953e-08	0	0	0	0	1.087637e-06	1.353267e-06	0	1.516824e-06	0	0	0	0	1.547716e-06	0	1.324393e-06	2.295676e-06	1.706215e-06	0	0	100	100	-100	100
DADNt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DALAt2r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAPLLabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAPabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DARBabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCYTt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDGLCNt2r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DGSNt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHAt	0	0	-1.425248e-06	0	0	0	0	0	0	-8.617686e-07	0	-1.631180e-06	0	-5.833106e-06	0	0	-9.898006e-07	0	0	1.007803e-04	0	0	0	0	0	0	6.093624e-05	0	1.153419e-04	0	2.063743e-04	0	0	6.998947e-05	0	0	0	0
DINSt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRIBt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSERt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DURIt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_LACt2	-1.840617e-06	-4.671264e-06	-5.159803e-06	0	0	0	0	0	-1.597716e-06	-1.780919e-06	0	0	0	-2.952571e-06	-3.779546e-06	0	-1.217492e-06	1.301512e-04	2.335398e-04	2.579644e-04	0	0	0	0	0	1.129756e-04	1.259300e-04	0	0	0	2.087783e-04	1.542685e-04	0	8.608971e-05	-100	-100	100	100
ENTERt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPMt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETHAt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETOHt	0	-1.206341e-06	0	-2.276430e-06	-9.564158e-07	0	0	-1.431425e-06	-1.549090e-06	0	0	0	-8.958691e-07	0	-1.420860e-06	0	0	0	8.530118e-05	0	1.138101e-04	6.762881e-05	0	0	7.156408e-05	7.744678e-05	0	0	0	6.334751e-05	0	7.103587e-05	0	0	-100	-100	100	100
FALDt	-3.322374e-06	-3.758114e-06	-4.151152e-06	-8.108809e-06	0	0	-2.238821e-06	-2.364105e-06	-5.116878e-06	-1.962545e-06	-6.063510e-06	-9.499889e-06	0	0	0	-5.215640e-06	-2.660084e-06	1.661021e-04	2.657388e-04	2.935308e-04	4.053999e-04	0	0	1.583085e-04	1.671675e-04	2.558183e-04	1.387729e-04	3.031452e-04	4.749469e-04	0	0	0	2.607559e-04	1.880963e-04	-100	100	-100	0
