Rxn,Rxn Name,Rxn KEGG ID,Reversibility in model,dG0_prime,delta_dG0_prime,dGm_prime,delta_dGm_prime
DAPE,diaminopimelate epimerase,R02735,reversible,-1.6500003851762273,2.960137825703886,-1.6500003851762273,2.960137825703886
DB4PS,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",R07281,forward,-81.5375725596453,7.807683429793205,-98.65241009436633,7.807683429793205
DBTS,dethiobiotin synthase,R03182,forward,18.649646113890412,9.486599655680608,18.649646113890412,9.486599655680608
DCH,diacetylchitobiose hydrolase,R00022,forward,267.2499391129926,7.348992535380202,267.2499391129926,7.348992535380202
DCTPD,dCTP deaminase,R02325,forward,-24.83194400164348,1.6330523498952476,-41.94678153636451,1.6330523498952476
DCTPD2,dCTP deaminase,R00568,forward,-25.001655827732606,3.24271368020102,-42.11649336245364,3.24271368020102
DCYTD,deoxycytidine deaminase,R02485,forward,-22.5812340720058,1.6330523498952476,-39.69607160672683,1.6330523498952476
DDGLK,2-dehydro-3-deoxygluconokinase,R01541,forward,-20.475309580942167,3.9466598532253365,-20.475309580942167,3.9466598532253365
DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,R01826,forward,-69.31426152151178,7.434285418754741,-69.31426152151178,7.434285418754741
DDPGA,2-dehydro-3-deoxy-phosphogluconate aldolase,R00471,reversible,15.364135967016466,7.318160281592986,-1.7507015677045672,7.318160281592986
DGI,5-Deoxy glucuronate isomerase,R08503,reversible,-2.480023843758886,0.5089801472098512,-2.480023843758886,0.5089801472098512
DGK1,deoxyguanylate kinase (dGMP:ATP),R02090,reversible,0.07365471995944972,2.9814840210282783,0.07365471995944972,2.9814840210282783
DHACOAH,"2,3-dehydroadipyl-CoA hydratase",R06942,reversible,-0.7186872392749137,0.9595398261583835,-0.7186872392749137,0.9595398261583835
DHAD1,"dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)",R04441,forward,-35.5093999134896,1.355722656754622,-35.5093999134896,1.355722656754622
DHAD2,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)",R05070,forward,-35.50921099203569,1.355722656754622,-35.50921099203569,1.355722656754622
DHAK,dihydroxyacetone kinase,R01011,forward,-13.730990474680084,2.2631563116361972,-13.730990474680084,2.2631563116361972
DHAPT,dihydroxyacetone kinase,R01012,forward,-41.41196503004949,2.4105975060674814,-41.41196503004949,2.4105975060674814
DHFR,dihydrofolate reductase,R00939,reversible,-27.334468388263986,1.9956220827201594,-27.334468388263986,1.9956220827201594
DHFS,dihydrofolate synthase,R02237,forward,-14.913854996504597,100000.00059621625,-14.913854996504597,100000.00059621625
DHNPA2r,dihydroneopterin aldolase reversible,R03504,reversible,12.041019181179365,2.527624553674356,-5.073818353541668,2.527624553674356
DHORTS,dihydroorotase,R01993,reversible,-3.6381099432240944,2.9730884576484438,-3.6381099432240944,2.9730884576484438
DHPPDA2,diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp),R03459,forward,-0.854766049506992,100000.00002844768,-17.969603584228025,100000.00002844768
DHPS,Dihydropteroate synthase,R03066,forward,-23.073892463354177,7.562456900332191,-5.959054928633144,7.562456900332191
DHPS2,dihydropteroate synthase,R03067,forward,-48.278193310970515,7.6788828266928535,-48.278193310970515,7.6788828266928535
DHQS,3-dehydroquinate synthase,R03083,forward,-130.79783193009496,11.9945546180708,-147.912669464816,11.9945546180708
DHQTi,"3-dehydroquinate dehydratase, irreversible",R03084,forward,-5.289938988166909,2.7854223504999194,-5.289938988166909,2.7854223504999194
DIFRNLY,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [(E)-beta-farnesene-forming]",R08695,reversible,-23.342770500979213,3.0156700063146347,-40.45760803570025,3.0156700063146347
DIOP5OR,"2,5-dioxopentanoate:NADP+ 5-oxidoreductase",R00264,reversible,-35.28089850937468,7.258645148815481,-35.28089850937468,7.258645148815481
DMATT,dimethylallyltranstransferase,R01658,forward,-71.17902389549067,8.403510422493833,-71.17902389549067,8.403510422493833
DMPPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),R08210,forward,-66.39319637530954,7.451263035204311,-66.39319637530954,7.451263035204311
DNADDP,Deaminido NAD diphosphatase,R03004,forward,-12.824810559649222,8.149047980283944,-29.939648094370256,8.149047980283944
DNMPPA,ATP-dependent DNA helicase,R04621,forward,14.761514353359644,1.7782343540652716,31.876351888080677,1.7782343540652716
DNTPPA_1,ATP-dependent DNA helicase,R04638,forward,-39.873547419143165,1.5420092183584397,-56.9883849538642,1.5420092183584397
DPCOAK,dephospho-CoA kinase,R00130,forward,3.659357993640242,3.1061618742619244,3.659357993640242,3.1061618742619244
DPR,2-dehydropantoate 2-reductase,R02472,forward,-20.5936584163982,2.974231482423422,-20.5936584163982,2.974231482423422
DRBK,Deoxyribokinase,R02750,forward,-33.28497595588237,7.34526906055862,-33.28497595588237,7.34526906055862
DRPA,deoxyribose-phosphate aldolase,R01066,forward,20.210416552894685,2.268436158103543,3.0955790181736518,2.268436158103543
DTARTD,D(-)-tartrate dehydratase,R00340,forward,-35.27465165163676,7.267381530231174,-35.27465165163676,7.267381530231174
DTDPG4E,UDP-glucose 4-epimerase,R02984,reversible,-0.17999999999778993,8.359920456496502,-0.17999999999778993,8.359920456496502
DTMPK,dTMP kinase,R02094,reversible,-3.123883816868556,2.9814841912307504,-3.123883816868556,2.9814841912307504
DURIK1,deoxyuridine kinase (ATP:Deoxyuridine),R02099,forward,-12.758029915490397,0.8125561381481559,-12.758029915490397,0.8125561381481559
DURIPP,deoxyuridine phosphorylase,R02484,reversible,2.3379972185828137,8.597176801997842,2.3379972185828137,8.597176801997842
DUTPDP,dUTP diphosphatase,R02100,forward,-38.27598792711413,1.5420092183584397,-55.39082546183516,1.5420092183584397
DX5PGLYCPL,phosphoketolase,R01621,forward,-59.84593575881877,2.085462065605015,-59.84593575881877,2.085462065605015
DXPRIi,1-deoxy-D-xylulose reductoisomerase,R05688,forward,-23.217843021120643,1.0013232744471061,-23.217843021120643,1.0013232744471061
DXPS,1-deoxy-D-xylulose 5-phosphate synthase,R05636,forward,-37.45932644268004,10.413790157460877,-37.45932644268004,10.413790157460877
E4PD,Erythrose 4-phosphate dehydrogenase,R01825,reversible,-41.526341228259554,7.347285544534111,-41.526341228259554,7.347285544534111
ECOAH1,3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA),R03026,reversible,3.7631124105649008,1.7919751930076744,3.7631124105649008,1.7919751930076744
ECOAH12,3-hydroxyacyl-CoA dehydratase (3-hydroxyisobutyryl-CoA),R04224,forward,3.926691043697673,1.0366306262929494,3.926691043697673,1.0366306262929494
ECOAH2,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA),R04749,reversible,1.021174723375026,3.008784758635424,1.021174723375026,3.008784758635424
ECOAH3,3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA),R04746,reversible,0.6739726341568542,0.9595398261583835,0.6739726341568542,0.9595398261583835
ECOAH4,3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA),R04744,reversible,0.6739726341568542,0.9595398261583835,0.6739726341568542,0.9595398261583835
ECOAH5,3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA),R04170,reversible,0.6739726341575079,0.9595398261583835,0.6739726341575079,0.9595398261583835
ECOAH6,3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA),R04740,reversible,0.6739726341577352,0.9595398261583835,0.6739726341577352,0.9595398261583835
ECOAH7,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA),R04738,reversible,0.6739726341568257,0.9595398261583835,0.6739726341568257,0.9595398261583835
ECOAH8,3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA),R07760,reversible,0.6643375187438778,0.9595398261583835,0.6643375187438778,0.9595398261583835
ECOAH9ir,2-Methylprop-2-enoyl-CoA (2-Methylbut-2-enoyl-CoA),R04204,forward,3.230852857449662,1.5136091877884341,3.230852857449662,1.5136091877884341
ECTS,L-ectoine synthase,R06979,forward,53.30099465094126,9.019645428025525,53.30099465094126,9.019645428025525
EDA,2-dehydro-3-deoxy-phosphogluconate aldolase,R05605,forward,15.530730761402026,2.2295132368532724,-1.5841067733190073,2.2295132368532724
EHGLAT,L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase,R05052,forward,-8.675212065597293,1.0392328639822745,-8.675212065597293,1.0392328639822745
ENO,enolase,R00658,reversible,-4.0827201938106725,0.7341928857481885,-4.0827201938106725,0.7341928857481885
EPMGH,epimelibiose galactohydrolase,R01329,forward,3.019822054890369,7.376803130658418,-14.095015479830664,7.376803130658418
ERTHMMOR,"(2R,3S)-3-methylmalate:NAD+ oxidoreductase",R00994,reversible,11.52091137436156,10.823174482714359,28.635748909082594,10.823174482714359
ETHAAL,Ethanolamine ammonia-lyase,R00749,forward,-36.306930644288656,3.867392935239069,-53.42176817900969,3.867392935239069
FACOAE160,fatty-acid-CoA thioesterase (hexadecanoate),R01274,forward,-22.248922995366343,6.453341506570077,-39.363760530087376,6.453341506570077
FACOAE180,fatty-acid-CoA thioesterase (octadecanoate),R08174,forward,-24.989298427465428,7.69579242609314,-42.10413596218646,7.69579242609314
FACOAE181,fatty-acid-CoA thioesterase (octadecenoate),R08176,forward,-24.990601862385148,7.69579242609314,-42.10543939710618,7.69579242609314
FACOAL160,fatty-acid-CoA ligase (hexadecanoate),R01280,forward,-12.20023845367723,6.380674273151893,-12.20023845367723,6.380674273151893
FADRx2,FAD reductase,R09520,forward,-17.977496454624998,6.44029999945484,-17.977496454624998,6.44029999945484
FANH,N-Formylanthranilate amidohydrolase,R00988,forward,-31.228989995440855,5.9278191701846294,-48.34382753016189,5.9278191701846294
FBA,fructose-bisphosphate aldolase,R01068,reversible,19.804143053182543,0.8722695555013529,2.6893055184615093,0.8722695555013529
FBA2,D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase,R02568,reversible,28.935723977357384,1.3464750340909155,11.82088644263635,1.3464750340909155
FBA3,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",R01829,reversible,12.333421638837763,7.368540887516046,-4.781415895883271,7.368540887516046
FBA_1,"beta-D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)",R01070,reversible,17.84364980872124,7.192416052332391,0.7288122740002052,7.192416052332391
FBP,fructose-bisphosphatase,R00762,forward,-11.430247873101507,0.8183864515019575,-28.54508540782254,0.8183864515019575
FDH,formate dehydrogenase,R00519,forward,-22.53866833093184,8.155252734310412,-22.53866833093184,8.155252734310412
FGLU,formimidoylglutamase,R02285,forward,-47.558546420080944,100000.000825901,-64.67338395480198,100000.000825901
FKYNH,N-Formyl-L-kynurenine amidohydrolase,R01959,forward,-31.22054242338757,5.9278191701846294,-48.335379958108604,5.9278191701846294
FLVR,flavin reductase,R05707,forward,10.560455117977995,5.71970699737453,10.560455117977995,5.71970699737453
FMNAT,FMN adenylyltransferase,R00161,forward,-11.255933904410313,9.453840054075682,-11.255933904410313,9.453840054075682
FMNRx,FMN reductase,R05705,forward,-21.68275490825158,3.1135596135267645,-21.68275490825158,3.1135596135267645
FMNRx2,FMN reductase,R05706,forward,-22.672107070575294,3.1216968691588307,-22.672107070575294,3.1216968691588307
FNOR,putative ferredoxin/ferredoxin-NADP reductase,R01195,forward,-24.753854636414022,7.513429759892426,-24.753854636414022,7.513429759892426
FORAMD,formamidase,R00524,forward,-31.640851706148766,9.908823225805184,-48.7556892408698,9.908823225805184
FORCT,Formyl-CoA Transferase,R07290,reversible,1.5673408097677566,7.136155526670533,1.5673408097677566,7.136155526670533
FRNDIT,farnesyl-diphosphate:farnesyl-diphosphate farnesyltransferase,R00702,reversible,-695.8445118322975,7.6573539654802785,-712.9593493670185,7.6573539654802785
FRTT,farnesyltranstransferase,R02061,forward,-72.89902389549025,3.6042258484750276,-72.89902389549025,3.6042258484750276
FRU6PE4P,D-fructose-6-phosphate D-erythrose-4-phosphate-lyase (adding phosphate acetyl-phosphate-forming);fructose-6-phosphate phosphoketolase;D-fructose 6-phosphate phosphoketolase,R00761,forward,-49.85743970715521,2.405391589723391,-49.85743970715521,2.405391589723391
FTHFCL_1,5-Formyltetrahydrofolate cyclo-ligase,R02301,forward,-96.27932701796317,100000.00113717193,-113.3941645526842,100000.00113717193
FTHFD,formyltetrahydrofolate deformylase,R00944,forward,-21.55240001230561,4.475253137818975,-38.667237547026645,4.475253137818975
FUM,fumarase,R01082,reversible,-3.4500089533810296,0.6076925254717079,-3.4500089533810296,0.6076925254717079
FUMAC,fumarylacetoacetase,R01364,forward,-75.22448362932587,7.693302977411236,-92.33932116404691,7.693302977411236
FUTH,futalosine hydrolase,R08587,forward,-13.25945098548624,2.2448226421994124,-30.374288520207273,2.2448226421994124
G1Dx,glucose 1-dehydrogenase,R00300,forward,-3.426697915869852,2.003816327230842,-3.426697915869852,2.003816327230842
G1PACT,glucosamine-1-phosphate N-acetyltransferase,R05332,forward,-18.505745498575607,7.7746444797922525,-18.505745498575607,7.7746444797922525
G1PCTYT,glucose-1-phosphate cytidylyltransferase,R00956,forward,-0.7231304131198613,2.3208008076793574,-0.7231304131198613,2.3208008076793574
G1PTT,glucose-1-phosphate cytidylyltransferase,R02328,forward,-2.0198817084030907,3.125271886173534,-2.0198817084030907,3.125271886173534
G1SAT,glutamate-1-semialdehyde aminotransferase,R02272,reversible,-7.504744305458971,0.6850890665947568,-7.504744305458971,0.6850890665947568
G3PCT,glycerol-3-phosphate cytidylyltransferase,R00856,forward,2.8919926893377124,8.422478818610829,2.8919926893377124,8.422478818610829
G3PD,Glycerol-3-phosphate dehydrogenase,R00848,forward,9.420765514123332,6.478839554210132,9.420765514123332,6.478839554210132
G3PD2,glycerol-3-phosphate dehydrogenase (NADP),R00844,reversible,27.39826196874833,0.8632586633673426,27.39826196874833,0.8632586633673426
G3PD5,Glycerol-3-phosphate dehydrogenase,R08657,forward,-58.306466235822654,6.8299849696723465,-58.306466235822654,6.8299849696723465
G5SADs,L-glutamate 5-semialdehyde dehydratase (spontaneous),R03314,forward,11.431033935286763,10.086093656880053,11.431033935286763,10.086093656880053
G5SD,glutamate-5-semialdehyde dehydrogenase,R03313,forward,-10.131054443224457,1.1361768205663099,-27.24589197794549,1.1361768205663099
G6PBDH,beta-D-glucose-6-phosphate:NADP+ 1-oxoreductase,R02736,reversible,-7.437677406394641,2.8955674872718453,-7.437677406394641,2.8955674872718453
G6PDA,glucosamine-6-phosphate deaminase,R00765,forward,2.2446089872094035,2.35686396144237,-14.87022854751163,2.35686396144237
G6PDH1b,beta-D-glucose-6-phosphate:NAD+ 1-oxidoreductase,R10907,reversible,-8.427029568718353,2.907061010569617,-8.427029568718353,2.907061010569617
G6PDH2r,glucose 6-phosphate dehydrogenase,R00835,forward,-2.3176774063947505,2.118549168209798,-2.3176774063947505,2.118549168209798
G6PI,alpha-D-Glucose 6-phosphate ketol-isomerase,R02739,reversible,-1.3106226189138397,2.960137825703884,-1.3106226189138397,2.960137825703884
GAL6PI,galactose-6-phosphate isomerase,R03240,reversible,-1.435464918067737,7.440897705368295,-1.435464918067737,7.440897705368295
GALCTND,galactonate dehydratase,R03033,forward,-41.90973839812477,1.1688174190432477,-41.90973839812477,1.1688174190432477
GALIGH,1-alpha-D-Galactosyl-myo-inositol galactohydrolase,R01194,forward,-4.46018159403593,2.8894000966008675,-21.575019128756963,2.8894000966008675
GALKr,ATP:alpha-D-galactose 1-phosphotransferase,R01092,forward,-4.711430822274451,1.1066922253061127,-4.711430822274451,1.1066922253061127
GALM2,D-galactose 1-epimerase,R10619,reversible,-6.250000000004491,7.218988286554385,-6.250000000004491,7.218988286554385
GALS3,a-galactosidase (melibiose),R01101,forward,-10.73017794510963,1.9808967112363238,-27.845015479830664,1.9808967112363238
GALT,UTP--hexose-1-phosphate uridylyltransferase,R00502,forward,-2.830982052846366,7.278541927731792,-2.830982052846366,7.278541927731792
GALUi,UTP-glucose-1-phosphate uridylyltransferase (irreversible),R00289,forward,0.0490176062851333,1.1464393916820204,0.0490176062851333,1.1464393916820204
GAPD,glyceraldehyde-3-phosphate dehydrogenase,R01061,reversible,7.779278919809485,0.895659271543226,24.89411645453052,0.895659271543226
GARFT,phosphoribosylglycinamide formyltransferase,R04325,reversible,5.16623863115251,5.121340612799886,5.16623863115251,5.121340612799886
GCALDD,Glycolaldehyde dehydrogenase,R01333,forward,-58.766065572107806,2.5232961157147735,-58.766065572107806,2.5232961157147735
GDPMNP,GDP-mannose phyrophosphatase,R00881,forward,-27.286466412655074,3.7532188768652914,-44.40130394737611,3.7532188768652914
GERISOs,Geranial isomerase (spontaneous),R08099,reversible,0.0,0.0,0.0,0.0
GF4GL_0,L-glutamate:coenzyme F420-0 ligase (GDP-forming),R09399,reversible,-21.660873301754123,2.3049633896418684,-21.660873301754123,2.3049633896418684
GF4GL_1,L-glutamate:coenzyme F420-1 ligase (GDP-forming),R09400,reversible,-22.99780403576483,70710.67920102067,-22.99780403576483,70710.67920102067
GF6PTA,glutamine-fructose-6-phosphate transaminase,R00768,forward,-13.672499385769015,3.0880653592761163,-13.672499385769015,3.0880653592761163
GGLGH,galactosylglycerol galactohydrolase,R01104,forward,-3.3701779173942725,7.549265692216538,-20.485015452115306,7.549265692216538
GGTT,geranylgeranyltranstransferase,R07475,forward,-72.90902345441248,3.6042258484750276,-72.90902345441248,3.6042258484750276
GHMT2r,glycine hydroxymethyltransferase,R00945,forward,-6.516029298777568,2.564144773484649,-6.516029298777568,2.564144773484649
GK1i,"guanylate kinase (GMP:ATP, irreversible)",R00332,forward,-3.4110328056383423,1.259853826077258,-3.4110328056383423,1.259853826077258
GLC15LACH,gluconolactonase,R01519,reversible,-27.959040142221056,3.8947403341072593,-27.959040142221056,3.8947403341072593
GLCOAS,glutaryl-CoA synthetase,R02402,forward,-5.020903293356241,7.669218624848243,-5.020903293356241,7.669218624848243
GLCRAL,5-dehydro-4-deoxyglucarate aldolase,R02754,forward,21.804027694317313,7.511257420967627,4.689190159596279,7.511257420967627
GLCRD,glucarate dehydratase,R02752,forward,-41.909860180733034,1.1688174190432477,-41.909860180733034,1.1688174190432477
GLCRD2,D-glucarate hydro-lyase,R08056,reversible,-41.90986018073306,1.1688174190432477,-41.90986018073306,1.1688174190432477
GLGC,glucose-1-phosphate adenylyltransferase,R00948,forward,-7.91072242795326,1.6982557429421132,-7.91072242795326,1.6982557429421132
GLNS,glutamine synthetase,R00253,forward,-14.964903099088758,1.9508170300731469,-14.964903099088758,1.9508170300731469
GLU5K,glutamate 5-kinase,R00239,forward,26.48495638797135,7.1969599185852715,26.48495638797135,7.1969599185852715
GLUAAT,ATP:[L-glutamate:ammonia ligase (ADP-forming)] adenylyltransferase,R03473,forward,356.8092512272776,282842.7124924969,356.8092512272776,282842.7124924969
GLUDC,Glutamate Decarboxylase,R00261,forward,-33.403647734270805,7.750746330754056,-50.51848526899184,7.750746330754056
GLUDxi,"glutamate dehydrogenase (NAD, irreversible)",R00243,forward,37.9322205088757,0.579833091485728,20.81738297415467,0.579833091485728
GLUDyi,"glutamate dehydrogenase (NADP, irreversible)",R00248,forward,-38.921572671199414,0.6330198475469603,-21.80673513647838,0.6330198475469603
GLUKB,glucokinase-bglc,R01600,forward,-12.832120821626177,7.372595677659127,-12.832120821626177,7.372595677659127
GLUN,glutaminase,R00256,forward,-11.427890398559782,1.9877200379633844,-28.542727933280815,1.9877200379633844
GLUPRT,glutamine phosphoribosyldiphosphate amidotransferase,R01072,forward,-54.48202484123078,7.464531227205631,-71.59686237595182,7.464531227205631
GLUR,glutamate racemase,R00260,reversible,-0.6200000000000045,2.1685566490600676,-0.6200000000000045,2.1685566490600676
GLUSx,glutamate synthase (NADH2),R00093,forward,318.98034727736723,2.527542303345545,336.0951848120883,2.527542303345545
GLUSy,glutamate synthase (NADPH),R00114,forward,317.99099511504363,2.5383806798387787,335.1058326497647,2.5383806798387787
GLUTCOADHc,glutaryl-CoA dehydrogenase (citosol),R02487,forward,19.161445854979092,13.205698572598113,2.046608320258059,13.205698572598113
GLUTPAT,[L-glutamate:ammonia ligase (ADP-forming)]-O4-(5'-adenylyl)-L-tyrosine:phosphate adenylyltransferase,R03474,forward,-367.42037576372445,282842.7124916415,-367.42037576372445,282842.7124916415
GLXCL,glyoxalate carboligase,R00013,forward,-459.17017582461773,7.827816955239256,-476.2850133593388,7.827816955239256
GLYALDDr,D-Glyceraldehyde dehydrogenase,R01752,reversible,-49.36594674383912,1.7439923362376657,-49.36594674383912,1.7439923362376657
GLYAT,glycine C-acetyltransferase,R00371,reversible,38.56215006290654,7.155366406566554,38.56215006290654,7.155366406566554
GLYCDx,Glycerol dehydrogenase,R01034,forward,24.58319605593431,1.8454493344291778,24.58319605593431,1.8454493344291778
GLYCK,glycerate kinase,R01514,forward,-10.955118344110588,0.8514777671311758,-10.955118344110588,0.8514777671311758
GLYCK2,glycerate kinase,R08572,forward,-6.736034090490875,0.9933398031507529,-6.736034090490875,0.9933398031507529
GLYCL,Glycine Cleavage System,R01221,forward,14.263944564606788,8.156833358744427,-2.850892970114245,8.156833358744427
GLYCTD,glycolate dehydrogenase;glyoxylate reductase,R00717,reversible,44.59364728345548,0.9932920993261736,44.59364728345548,0.9932920993261736
GLYCTO1,Glycolate oxidase,R00475,forward,-72.43636771311202,10.6146996626049,-72.43636771311202,10.6146996626049
GLYK,glycerol kinase,R00847,forward,-15.556704225170279,2.1741183553144467,-15.556704225170279,2.1741183553144467
GLYO1,glycine oxidase/deaminase,R00366,forward,-71.04157618750955,10.717767321416437,-88.15641372223058,10.717767321416437
GMAND,"GDP-mannose 4,6-dehydratase",R00888,forward,-51.31006579585119,100000.00037430426,-51.31006579585119,100000.00037430426
GMPS,Xanthosine-5'-phosphate:ammonia ligase (AMP-forming),R01230,forward,-32.16889062731701,200000.00019969026,-32.16889062731701,200000.00019969026
GMPS2,GMP synthase,R01231,forward,-43.59678102587654,200000.00021476884,-60.71161856059757,200000.00021476884
GND,phosphogluconate dehydrogenase (NADP),R01528,reversible,2.7296399359668158,7.608638991578479,-14.385197598754218,7.608638991578479
GND2,phosphogluconate dehydrogenase (NAD),R10221,forward,1.7402877736431037,7.604425360867224,-15.37454976107793,7.604425360867224
GNK,gluconokinase,R01737,forward,-10.109956276173762,3.302943623251789,-10.109956276173762,3.302943623251789
GNNUC,guanosine nucleosidase;guanosine deaminase,R01677,forward,-1.7905351034291073,3.0609048830934107,-18.90537263815014,3.0609048830934107
GPDDA1,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),R01030,forward,-247.66095382737709,100000.00037863325,-264.7757913620981,100000.00037863325
GPDDA1e,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),R01030,forward,-247.66095382737709,100000.00037863325,-264.7757913620981,100000.00037863325
GPDDA2,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),R01470,forward,-241.4938769456455,70710.67857335869,-258.60871448036653,70710.67857335869
GPDDA2e,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),R01470,forward,-241.4938769456455,70710.67857335869,-258.60871448036653,70710.67857335869
GPDDA5,Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol),R01193,forward,-256.8468241215942,70710.67874540591,-273.9616616563152,70710.67874540591
GPDDA5e,Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol),R01193,forward,-256.8468241215942,70710.67874540591,-273.9616616563152,70710.67874540591
GRMCRDS,"2-trans,6-trans-farnesyl-diphosphate diphosphate-lyase [(-)-Germacrene D-forming]",R07648,reversible,-274.66277050097915,11.153909608365492,-291.77760803570015,11.153909608365492
GRMCROS,"2-trans,6-trans-farnesyl-diphosphate diphosphate-lyase [(1E,4S,5E,7R)-germacra-1(10),5-dien-11-ol-forming]",R07647,reversible,-205.9327705009788,9.667757159171227,-223.04760803569982,9.667757159171227
GRTT,geranyltranstransferase,R02003,forward,-72.90902345441259,3.6042258484750276,-72.90902345441259,3.6042258484750276
GSMNSYN,germacradienol geosmin-lyase (acetone forming),R09487,reversible,23.039999999999736,100000.00018180329,5.925162465278703,100000.00018180329
GTHPi,glutathione peridoxase,R00274,forward,-440.29972762427917,11.57677165187214,-423.18489008955817,11.57677165187214
GTHRDH,glutathione hydralase,R00494,forward,-3.3147891224055854,6.754800224890032,-20.42962665712662,6.754800224890032
GTPCI,GTP cyclohydrolase I,R00424,forward,-92.42171691685073,100000.00047590659,-109.53655445157176,100000.00047590659
GTPCII2,GTP cyclohydrolase II (25drapp),R00425,forward,-378.19229468059734,100000.00043286193,-412.4219697500394,100000.00043286193
GTPDPDP,"guanosine-5'-triphosphate,3'-diphosphate diphosphatase",R03409,forward,-23.86149257121042,0.7932657297301898,-40.97633010593145,0.7932657297301898
GTPDPK,GTP diphosphokinase,R00429,forward,-5.4471393147723575,100000.00057497506,-5.4471393147723575,100000.00057497506
GUACYC,guanylate cyclase,R00434,forward,6.936068250309972,100000.00035840027,-10.17876928441106,100000.00035840027
GUAPRT,guanine phosphoribosyltransferase,R01229,forward,-28.554809427468626,2.5433255780922006,-28.554809427468626,2.5433255780922006
HACD1,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),R01975,reversible,-18.005356515486028,1.2425939086186846,-18.005356515486028,1.2425939086186846
HACD2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),R04748,reversible,-24.651618255305948,1.5080586695040985,-24.651618255305948,1.5080586695040985
HACD3,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),R04745,reversible,-20.605781938521204,0.6270017348006414,-20.605781938521204,0.6270017348006414
HACD4,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),R04743,reversible,-20.605781938520977,0.6270017348006414,-20.605781938520977,0.6270017348006414
HACD5,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),R04741,reversible,-20.60578193852166,0.6270017348006414,-20.60578193852166,0.6270017348006414
HACD6,3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),R04739,reversible,-20.60578193852234,0.6270017348006414,-20.60578193852234,0.6270017348006414
HACD7,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),R04737,reversible,-20.60578193852166,0.6270017348006414,-20.60578193852166,0.6270017348006414
HACD9,3-hydroxyacyl-CoA dehydrogenase (2-Methylacetoacetyl-CoA),R04203,reversible,20.677152450766016,0.6270017348006414,20.677152450766016,0.6270017348006414
HADPCOADH3,3-hydroxyadipyl-CoA dehydrogenase (NAD+),R06941,reversible,20.64456835060855,0.6270017348006414,20.64456835060855,0.6270017348006414
HBCOA3E,3-hydroxybutyryl-CoA epimerase,R03276,forward,-0.45019654573729895,3.4180727410170544,-0.45019654573729895,3.4180727410170544
HBCO_nadp,3-hydroxybutyryl-CoA dehydrogenase,R01976,forward,18.994708677809513,1.2881522588419332,18.994708677809513,1.2881522588419332
HCO3E,HCO3 equilibration reaction,R10092,reversible,3.529510910833011,7.63487350007905,3.529510910833011,7.63487350007905
HCYSMT,homocysteine S-methyltransferase,R00650,forward,10.410327722699549,100000.00026308614,10.410327722699549,100000.00026308614
HEPTT,trans-hexaprenyltranstransferase,R05611,forward,-72.8990238954907,3.6042258484750276,-72.8990238954907,3.6042258484750276
HEX1,glucokinase (D-glucose:ATP),R00299,forward,-17.262120821625786,0.7152372520174533,-17.262120821625786,0.7152372520174533
HEX4,hexokinase (D-mannose:ATP),R01326,forward,-16.791498202681623,1.5443856936626779,-16.791498202681623,1.5443856936626779
