"PPBNGS","porphobilinogen synthase","R00036","forward only","-92.4 ± 7.9",""
"PPCDC","phosphopantothenoylcysteine decarboxylase","R03269","forward only","-38.2 ± 6.1",""
"PPGPPDP","guanosine-3,5-bis(diphosphate) 3-diphosphatase","R00336","forward only","",""
"PPNCL2","phosphopantothenate-cysteine ligase","R04231","forward only","-44.8 ± 9.8",""
"PPPGO","protoporphyrinogen oxidase (aerobic)","","forward only","",""
"PTPATi","pantetheine-phosphate adenylyltransferase","R03035","forward only","-17.4 ± 15.9","reversible "
"PYAM5PO","pyridoxamine 5-phosphate oxidase","R00277","forward only","-113.9 ± 9.0",""
"PYDAMK","pyridoxamine kinase","R02493","forward only","-12.7 ± 8.7","reversible "
"PYDXK","pyridoxal kinase","R00174","forward only","-14.0 ± 8.0","reversible "
"PYDXNK","pyridoxine kinase","R01909","forward only","-9.1 ± 8.0","reversible "
"PYDXPS","Pyridoxal 5-phosphate synthase","","forward only","",""
"QULNS","quinolinate synthase","R04292","forward only","-224.7 ± 7.5",""
"RBFK","riboflavin kinase","R00549","forward only","1.6 ± 19.6","reversible "
"RBFSa","riboflavin synthase","R04457","forward only","-81.5 ± 21.1",""
"RBFSb","riboflavin synthase","R00066","forward only","-162.7 ± 44.1",""
"RZ5PP","alpha-ribazole 5-phosphate phosphatase","R04594","forward only","-31.5 ± 2.4",""
"S2FE2SR","SUF [2Fe-2S] regeneration","","forward only","",""
"S2FE2SS","SUF [2Fe-2S] Synthesis","","forward only","",""
"S2FE2SS2","SUF [2Fe-2S] Synthesis II","","forward only","",""
"S2FE2ST","SUF [2Fe-2S] Transfer","","forward only","",""
"S4FE4SR","SUF [4Fe-4S] Reduction","","forward only","",""
"S4FE4ST","SUF [4Fe-4S] Transfer","","forward only","",""
"SCYSDS","SUF Cysteine desulfuration","","forward only","",""
"SHCHCC","sirohydrochlorin cobaltochelatase","","forward only","",""
"SHCHD2","sirohydrochlorin dehydrogenase (NAD)","R03947","forward only","",""
"SHCHF","sirohydrochlorin ferrochelatase","R02864","forward only","",""
"THRPDC","threonine-phosphate decarboxylase","R06530","forward only","-36.0 ± 6.1",""
"LTHRK","threonine-phosphate synthase","R06531","forward only","4.9 ± 5.6","reversible "
"THZPSN3","thiazole phosphate synthesis","","forward only","",""
"TMK","thiamine kinase","R02134","forward only","",""
"TMPK","thiamine-phosphate kinase","R00617","forward only","",""
"TMPPP","thiamine-phosphate diphosphorylase","R03223","forward only","",""
"TYRL","tyrosine lyase","","forward only","",""
"UDCPDPS","Undecaprenyl diphosphate synthase","R06447","forward only","-583.2 ± 56.2",""
"UPP3MT","uroporphyrinogen methyltransferase","R03194","forward only","",""
"UPP3S","uroporphyrinogen-III synthase","R03165","forward only","",""
"UPPDC1","uroporphyrinogen decarboxylase (uroporphyrinogen III)","R03197","forward only","-110.3 ± 24.5",""
"WCOS","tungsten pterin cofactor synthase","","forward only","",""
"ADSK","adenylyl-sulfate kinase","R00509","forward only","-13.7 ± 11.5","reversible "
"AMPTASECG","alanyl aminopeptidase (cys-gly)","R00899","forward only","-10.5 ± 9.5","reversible "
"BPNT","3,5-bisphosphate nucleotidase","R00188","forward only","-27.9 ± 6.0","reversible "
"CYSDS","Cysteine Desulfhydrase","R00782","forward only","-36.9 ± 8.5",""
"CYSS","cysteine synthase","R00897","forward only","-49.2 ± 10.4",""
"CYSTGL","cystathionine g-lyase","R01001","forward only","-32.2 ± 12.0",""
"CYSTS","cystathionine beta-synthase","R01290","forward only","-12.8 ± 8.7","reversible "
"PAPSR","phosphoadenylyl-sulfate reductase (thioredoxin)","R02021","forward only","-51.3 ± 12.1",""
"PAPSR3","phosphoadenylyl-sulfate reductase (mycothiol)","","forward only","",""
"SADT2","Sulfate adenyltransferase","","forward only","",""
"SULRi","sulfite reductase (NADPH2)","R00858","forward only","-129.2 ± 9.4",""
"DABAACT","L-2,4-diaminobutyrate acetyltransferase","R06978","forward only","-21.0 ± 3.4","reversible "
"DABAAT","DABA aminotransferase","R06977","reversible","19.3 ± 9.3",""
"ECTH","Ectoine hydroxylase","","forward only","",""
"ECTS","L-ectoine synthase","R06979","forward only","53.3 ± 17.6","Revers only "
"BIOMASS_SCO","S. coelicolor biomass objective function - with 75.79 GAM estimate","","forward only","",""
"DM_2hymeph_c","Sink needed to allow 2-(Hydroxymethyl)phenol to leave system","","forward only","",""
"DM_4crsol_c","Sink needed to allow p-Cresol to leave system","","forward only","",""
"DM_5drib_c","Sink needed to allow 5-deoxyribose to leave system","","forward only","",""
"DM_aacald_c","Sink needed to allow aminoacetaldehyde to leave system","","forward only","",""
"DM_aconm_c","Sink needed to allow trans-aconitate-2-methyl ester to leave system (oxidative stress)","","forward only","",""
"DM_ACT_c","Sink needed to allow intracellular actinorhodin to leave system","","forward only","",""
"DM_amob_c","Sink needed to allow S-Adenosyl-4-methylthio-2-oxobutanoate to leave system","","forward only","",""
"DM_dalua_c","Sink needed to allow dialuric acid to leave system","","forward only","",""
"DM_ectoine__L_c","Sink needed to allow L-ectoine to leave system (osmotic stress)","","forward only","",""
"DM_germicidinA_c","Sink needed to allow intracellular germicidin A to leave system","","forward only","",""
"DM_germicidinB_c","Sink needed to allow intracellular germicidin B to leave system","","forward only","",""
"DM_germicidinC_c","Sink needed to allow intracellular germicidin C to leave system","","forward only","",""
"DM_germicidinD_c","Sink needed to allow intracellular germicidin D to leave system","","forward only","",""
"DM_msh_c","Sink needed to allow mycothiol to leave system (oxidative stress)","","forward only","",""
"DM_RED_c","Sink needed to allow intracellular undecylprodigiosin to leave system","","forward only","",""
"EX_14glucan_e","1,4-alpha-D-glucan exchange","","forward only","",""
"EX_15dap_e","1,5-Diaminopentane exchange","","forward only","",""
"EX_1Dgali_e","1-alpha-D-Galactosyl-myo-inositol exchange","","forward only","",""
"EX_23camp_e","2,3-Cyclic AMP exchange","","forward only","",""
"EX_23ccmp_e","2,3-Cyclic CMP exchange","","forward only","",""
"EX_23cgmp_e","2,3-Cyclic GMP exchange","","forward only","",""
"EX_23cump_e","2,3-Cyclic UMP exchange","","forward only","",""
"EX_26dap__M_e","meso-2,6-Diaminoheptanedioate exchange","","forward only","",""
"EX_2ddglcn_e","2-Dehydro-3-deoxy-D-gluconate exchange","","forward only","",""
"EX_3amp_e","3-AMP exchange","","forward only","",""
"EX_3cmp_e","3-cmp exchange","","forward only","",""
"EX_3gmp_e","3-GMP exchange","","forward only","",""
"EX_3ump_e","3-UMP exchange","","forward only","",""
"EX_4abut_e","4-Aminobutanoate exchange","","forward only","",""
"EX_5dglcn_e","5-Dehydro-D-gluconate exchange","","forward only","",""
"EX_5mtr_e","5-Methylthio-D-ribose exchange","","forward only","",""
"EX_abt__D_e","D-arabinitol transport via ABC system","","forward only","",""
"EX_ac_e","Acetate exchange","","forward only","",""
"EX_acald_e","Acetaldehyde exchange","","forward only","",""
"EX_acgam_e","N-Acetyl-D-glucosamine exchange","","forward only","",""
"EX_acser_e","O-Acetyl-L-serine exchange","","forward only","",""
"EX_ade_e","Adenine exchange","","forward only","",""
"EX_adn_e","Adenosine exchange","","forward only","",""
"EX_agm_e","Agmatine exchange","","forward only","",""
"EX_akg_e","2-Oxoglutarate exchange","","forward only","",""
"EX_alaala_e","D-Alanyl-D-alanine exchange","","forward only","",""
"EX_ala_B_e","beta-Alanine exchange","","forward only","",""
"EX_ala__D_e","D-Alanine exchange","","forward only","",""
"EX_ala__L_e","L-Alanine exchange","","forward only","",""
"EX_alltn_e","Allantoin exchange","","forward only","",""
"EX_amp_e","AMP exchange","","forward only","",""
"EX_arab__L_e","L-Arabinose exchange","","forward only","",""
"EX_arg__L_e","L-Arginine exchange","","forward only","",""
"EX_asn__L_e","L-Asparagine exchange","","forward only","",""
"EX_aso3_e","arsenite exchange","","forward only","",""
"EX_asp__L_e","L-Aspartate exchange","","forward only","",""
"EX_bhb_e","(R)-3-Hydroxybutanoate exchange","","forward only","",""
"EX_btn_e","Biotin exchange","","forward only","",""
"EX_ca2_e","Calcium exchange","","reversible","",""
"EX_cbi_e","Cobinamide exchange","","forward only","",""
"EX_cbl1_e","Cob(I)alamin exchange","","forward only","",""
"EX_cd2_e","Cadmium exchange","","forward only","",""
"EX_CDA_e","calcium-dependent antibiotics 2b exchange","","forward only","",""
"EX_cellb_e","cellobiose exchange","","forward only","",""
"EX_chol_e","Choline exchange","","forward only","",""
"EX_chtbs_e","chitobiose exchange","","forward only","",""
"EX_cit_e","Citrate exchange","","forward only","",""
"EX_cl_e","Chloride exchange","","reversible","",""
"EX_cmp_e","CMP exchange","","forward only","",""
"EX_co2_e","CO2 exchange","","reversible","",""
"EX_cobalt2_e","Co2+ exchange","","reversible","",""
"EX_coelichelin_e","coelichelin exchange","","forward only","",""
"EX_csn_e","Cytosine exchange","","forward only","",""
"EX_cu_e","Cu+ exchange","","forward only","",""
"EX_cu2_e","Cu2+ exchange","","reversible","",""
"EX_cys__L_e","L-Cysteine exchange","","forward only","",""
"EX_cytd_e","Cytidine exchange","","forward only","",""
"EX_dad_2_e","Deoxyadenosine exchange","","forward only","",""
"EX_damp_e","dAMP exchange","","forward only","",""
"EX_dcmp_e","dCMP exchange","","forward only","",""
"EX_dcyt_e","Deoxycytidine exchange","","forward only","",""
"EX_desferrioxamB_e","desferrioxamine B exchange","","forward only","",""
"EX_desferrioxamE_e","desferrioxamine E exchange","","forward only","",""
"EX_dgmp_e","dGMP exchange","","forward only","",""
"EX_dgsn_e","Deoxyguanosine exchange","","forward only","",""
"EX_dha_e","Dihydroxyacetone exchange","","forward only","",""
"EX_dimp_e","dIMP exchange","","forward only","",""
"EX_din_e","Deoxyinosine exchange","","forward only","",""
"EX_drib_e","Deoxyribose exchange","","forward only","",""
"EX_dtmp_e","dTMP exchange","","forward only","",""
"EX_dump_e","dUMP exchange","","forward only","",""
"EX_duri_e","Deoxyuridine exchange","","forward only","",""
"EX_epm_e","epimelibiose exchange","","forward only","",""
"EX_etha_e","Ethanolamine exchange","","forward only","",""
"EX_etoh_e","Ethanol exchange","","forward only","",""
"EX_fald_e","Formaldehyde exchange","","forward only","",""
"EX_fe2_e","Fe2+ exchange","","reversible","",""
"EX_fe3_e","Fe3+ exchange","","reversible","",""
"EX_ferricoelichelin_e","ferricoelichelin exchange","","forward only","",""
"EX_feroxB_e","ferrioxamine B exchange","","forward only","",""
"EX_feroxE_e","ferrioxamine E exchange","","forward only","",""
"EX_for_e","Formate exchange","","forward only","",""
"EX_fru_e","D-Fructose exchange","","forward only","",""
"EX_fum_e","Fumarate exchange","","forward only","",""
"EX_g3pc_e","sn-Glycero-3-phosphocholine exchange","","forward only","",""
"EX_g3pe_e","sn-Glycero-3-phosphoethanolamine exchange","","forward only","",""
"EX_g3pg_e","Glycerophosphoglycerol exchange","","forward only","",""
"EX_g3pi_e","sn-Glycero-3-phospho-1-inositol exchange","","forward only","",""
"EX_g3ps_e","Glycerophosphoserine exchange","","forward only","",""
"EX_gACT_e","gamma-actinorhodin exchange","","forward only","",""
"EX_gal_e","D-Galactose exchange","","forward only","",""
"EX_galctn__D_e","D-Galactonate exchange","","forward only","",""
"EX_ggl_e","galactosylglycerol exchange","","forward only","",""
"EX_glc__D_e","D-Glucose exchange","","reversible","",""
"EX_glcn_e","D-Gluconate exchange","","forward only","",""
"EX_glcr_e","D-Glucarate exchange","","forward only","",""
"EX_gln__L_e","L-Glutamine exchange","","forward only","",""
"EX_glu__L_e","L-Glutamate exchange","","forward only","",""
"EX_gly_e","Glycine exchange","","forward only","",""
"EX_glyald_e","D-Glyceraldehyde exchange","","forward only","",""
"EX_glyb_e","Glycine betaine exchange","","forward only","",""
"EX_glyc_e","Glycerol exchange","","forward only","",""
"EX_glyc3p_e","Glycerol 3-phosphate exchange","","forward only","",""
"EX_glyclt_e","Glycolate exchange","","forward only","",""
"EX_glyc__R_e","(R)-Glycerate exchange","","forward only","",""
"EX_gmp_e","GMP exchange","","forward only","",""
"EX_gsn_e","Guanosine exchange","","forward only","",""
"EX_gua_e","Guanine exchange","","forward only","",""
"EX_h_e","H+ exchange","","reversible","",""
"EX_h2o_e","H2O exchange","","reversible","",""
"EX_h2o2_e","Hydrogen peroxide exchange","","forward only","",""
"EX_h2s_e","Hydrogen sulfide exchange","","forward only","",""
"EX_his__L_e","L-Histidine exchange","","forward only","",""
"EX_hom__L_e","L-Homoserine exchange","","forward only","",""
"EX_idon__L_e","L-Idonate exchange","","forward only","",""
"EX_ile__L_e","L-Isoleucine exchange","","forward only","",""
"EX_imp_e","IMP exchange","","forward only","",""
"EX_indole_e","Indole exchange","","forward only","",""
"EX_inost_e","myo-Inositol exchange","","forward only","",""
"EX_ins_e","Inosine exchange","","forward only","",""
"EX_k_e","K+ exchange","","reversible","",""
"EX_lac__D_e","D-lactate exchange","","forward only","",""
"EX_lac__L_e","L-Lactate exchange","","forward only","",""
"EX_LalaDglu_e","L-alanine-D-glutamate exchange","","forward only","",""
"EX_lcts_e","Lactose exchange","","forward only","",""
"EX_leu__L_e","L-Leucine exchange","","forward only","",""
"EX_lipoate_e","Lipoate exchange","","forward only","",""
"EX_lys__L_e","L-Lysine exchange","","forward only","",""
"EX_lyx__L_e","L-Lyxose exchange","","forward only","",""
"EX_mal__L_e","L-Malate exchange","","forward only","",""
"EX_malt_e","Maltose exchange","","forward only","",""
"EX_malthp_e","Maltoheptaose exchange","","forward only","",""
"EX_malthx_e","Maltohexaose exchange","","forward only","",""
"EX_maltpt_e","Maltopentaose exchange","","forward only","",""
"EX_malttr_e","Maltotriose exchange","","forward only","",""
"EX_maltttr_e","Maltotetraose exchange","","forward only","",""
"EX_man_e","D-Mannose exchange","","forward only","",""
"EX_melib_e","Melibiose exchange","","forward only","",""
"EX_melt_e","melibiitol exchange","","forward only","",""
"EX_meoh_e","methanol exchange","","forward only","",""
"EX_met__L_e","L-Methionine exchange","","forward only","",""
"EX_mg2_e","Mg exchange","","reversible","",""
"EX_mn2_e","Mn2+ exchange","","reversible","",""
"EX_mnl_e","D-Mannitol exchange","","forward only","",""
"EX_mobd_e","Molybdate exchange","","reversible","",""
"EX_n2o_e","Nitrous oxide exchange","","forward only","",""
"EX_na1_e","Sodium exchange","","reversible","",""
"EX_nac_e","Nicotinate exchange","","forward only","",""
"EX_nh4_e","Ammonia exchange","","reversible","",""
"EX_ni2_e","Ni2+ exchange","","reversible","",""
"EX_nmn_e","NMN exchange","","forward only","",""
"EX_no_e","Nitric oxide exchange","","forward only","",""
"EX_no2_e","Nitrite exchange","","forward only","",""
"EX_no3_e","Nitrate exchange","","forward only","",""
"EX_o2_e","O2 exchange","","reversible","",""
"EX_orn_e","Ornithine exchange","","forward only","",""
"EX_orot_e","Orotate exchange","","forward only","",""
"EX_pacald_e","Phenylacetaldehyde exchange","","forward only","",""
"EX_phe__L_e","L-Phenylalanine exchange","","forward only","",""
"EX_pi_e","Phosphate exchange","","reversible","",""
"EX_pnto__R_e","(R)-Pantothenate exchange","","forward only","",""
"EX_ppa_e","Propionate exchange","","forward only","",""
"EX_pro__L_e","L-Proline exchange","","forward only","",""
"EX_ptrc_e","Putrescine exchange","","forward only","",""
"EX_pydam_e","Pyridoxamine exchange","","forward only","",""
"EX_pydx_e","Pyridoxal exchange","","forward only","",""
"EX_pydxn_e","Pyridoxine exchange","","forward only","",""
"EX_pyr_e","Pyruvate exchange","","forward only","",""
"EX_raffin_e","raffinose exchange","","forward only","",""
"EX_rib__D_e","D-Ribose exchange","","forward only","",""
"EX_rmn_e","L-Rhamnose exchange","","forward only","",""
"EX_salcn_e","Salicin exchange","","forward only","",""
"EX_sbt__D_e","D-Sorbitol exchange","","forward only","",""
"EX_ser__L_e","L-Serine exchange","","forward only","",""
"EX_skm_e","Shikimate exchange","","forward only","",""
"EX_so4_e","Sulfate exchange","","reversible","",""
"EX_spmd_e","Spermidine exchange","","forward only","",""
"EX_succ_e","Succinate exchange","","forward only","",""
"EX_tartr__D_e","D-tartrate exchange","","forward only","",""
"EX_taur_e","Taurine exchange","","forward only","",""
"EX_thm_e","Thiamin exchange","","forward only","",""
"EX_thr__L_e","L-Threonine exchange","","forward only","",""
"EX_thym_e","Thymine exchange","","forward only","",""
"EX_thymd_e","Thymidine exchange","","forward only","",""
"EX_tre_e","Trehalose exchange","","forward only","",""
"EX_trp__L_e","L-Tryptophan exchange","","forward only","",""
"EX_tungs_e","tungstate exchange","","reversible","",""
"EX_tyr__L_e","L-Tyrosine exchange","","forward only","",""
"EX_ump_e","UMP exchange","","forward only","",""
"EX_ura_e","Uracil exchange","","forward only","",""
"EX_urea_e","Urea exchange","","forward only","",""
"EX_uri_e","Uridine exchange","","forward only","",""
"EX_val__L_e","L-Valine exchange","","forward only","",""
"EX_vanlt_e","Vanillate exchange","","forward only","",""
"EX_xan_e","Xanthine exchange","","forward only","",""
"EX_xmp_e","Xanthosine 5-phosphate exchange","","forward only","",""
"EX_xtsn_e","Xanthosine exchange","","forward only","",""
"EX_xyl__D_e","D-Xylose exchange","","forward only","",""
"EX_xylt_e","Xylitol exchange","","forward only","",""
"EX_zn2_e","Zinc exchange","","reversible","",""
"FTHFD","formyltetrahydrofolate deformylase","R00944","forward only","-42.2 ± 15.3",""
"GCALDD","Glycolaldehyde dehydrogenase","R01333","forward only","-58.8 ± 4.6",""
"GLYCL","Glycine Cleavage System","R01221","forward only","5.6 ± 7.2","reversible "
"MTHFC","methenyltetrahydrofolate cyclohydrolase","R01655","reversible","-5.0 ± 1.8",""
"MTHFD","methylenetetrahydrofolate dehydrogenase (NADP)","R01220","reversible","9.9 ± 2.3",""
"MTHFR2","5,10-methylenetetrahydrofolate reductase (NADH)","R07168","forward only","-37.9 ± 8.3",""
"THFAT","Tetrahydrofolate aminomethyltransferase","R02300","forward only","",""
"GERMA","germicidine synthase (germicidin A)","","forward only","",""
"GERMB","germicidine synthase (germicidin B)","","forward only","",""
"GERMC","germicidine synthase (germicidin C)","","forward only","",""
"GERMD","germicidine synthase (germicidin D)","","forward only","",""
"GLUDC","Glutamate Decarboxylase","R00261","forward only","-42.1 ± 6.9",""
"GLUDxi","glutamate dehydrogenase (NAD, irreversible)","R00243","forward only","20.8 ± 0.6","reversible "
"GLUDyi","glutamate dehydrogenase (NADP, irreversible)","R00248","forward only","-21.8 ± 0.7","reversible "
"GLUN","glutaminase","R00256","forward only","-28.5 ± 1.7","reversible "
"GLNS","glutamine synthetase","R00253","forward only","-15.0 ± 1.6","reversible "
"GLUSx","glutamate synthase (NADH2)","R00093","forward only","-49.4 ± 1.8",""
"ACPPAT120","acyl-(acyl carrier protein):phosphate acyltransferase (C12:0)","","forward only","",""
"ACPPAT140","acyl-(acyl carrier protein):phosphate acyltransferase (C14:0)","","forward only","",""
"ACPPAT141","acyl-(acyl carrier protein):phosphate acyltransferase (C14:1)","","forward only","",""
"ACPPAT150","acyl-(acyl carrier protein):phosphate acyltransferase (C15:0)","","forward only","",""
"ACPPAT160","acyl-(acyl carrier protein):phosphate acyltransferase (C16:0)","","forward only","",""
"ACPPAT161","acyl-(acyl carrier protein):phosphate acyltransferase (C16:1)","","forward only","",""
"ACPPAT170","acyl-(acyl carrier protein):phosphate acyltransferase (C17:0)","","forward only","",""
"ACPPAT180","acyl-(acyl carrier protein):phosphate acyltransferase (C18:0)","","forward only","",""
"ACPPAT181","acyl-(acyl carrier protein):phosphate acyltransferase (C18:1)","","forward only","",""
"ACPPATai150","acyl-(acyl carrier protein):phosphate acyltransferase (ante-iso-C15:0)","","forward only","",""
"ACPPATai170","acyl-(acyl carrier protein):phosphate acyltransferase (ante-iso-C17:0)","","forward only","",""
"ACPPATi140","acyl-(acyl carrier protein):phosphate acyltransferase (iso-C14:0)","","forward only","",""
"ACPPATi150","acyl-(acyl carrier protein):phosphate acyltransferase (iso-C15:0)","","forward only","",""
"ACPPATi160","acyl-(acyl carrier protein):phosphate acyltransferase (iso-C16:0)","","forward only","",""
"ACPPATi170","acyl-(acyl carrier protein):phosphate acyltransferase (iso-C17:0)","","forward only","",""
"ACPPATi180","acyl-(acyl carrier protein):phosphate acyltransferase (iso-C18:0)","","forward only","",""
"AGPAT120","1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0)","","forward only","",""
"AGPAT140","1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0)","","forward only","",""
"AGPAT141","1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1)","","forward only","",""
"AGPAT150","1-pentadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C15:0)","","forward only","",""
"AGPAT160","1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0)","","forward only","",""
"AGPAT161","1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1)","","forward only","",""
"AGPAT170","1-heptadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C17:0)","","forward only","",""
"AGPAT180","1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0)","","forward only","",""
"AGPAT181","1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1)","","forward only","",""
"AGPATai150","1-pentadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (ante-iso-C15:0)","","forward only","",""
"AGPATai170","1-heptadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (ante-iso-C17:0)","","forward only","",""
"AGPATi140","1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (iso-C14:0)","","forward only","",""
"AGPATi150","1-pentadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (iso-C15:0)","","forward only","",""
"AGPATi160","1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (iso-C16:0)","","forward only","",""
"AGPATi170","1-heptadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (iso-C17:0)","","forward only","",""
"AGPATi180","1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (iso-C18:0)","","forward only","",""
"APG3PAT120","acyl-phosphate:glycerol-3-phosphate acyltransferase (C12:0)","","forward only","",""
"APG3PAT140","acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:0)","","forward only","",""
"APG3PAT141","acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:1)","","forward only","",""
"APG3PAT150","acyl-phosphate:glycerol-3-phosphate acyltransferase (C15:0)","","forward only","",""
"APG3PAT160","acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:0)","","forward only","",""
"APG3PAT161","acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:1)","","forward only","",""
"APG3PAT170","acyl-phosphate:glycerol-3-phosphate acyltransferase (C17:0)","","forward only","",""
"APG3PAT180","acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:0)","","forward only","",""
"APG3PAT181","acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:1)","","forward only","",""
"APG3PATai150","acyl-phosphate:glycerol-3-phosphate acyltransferase (ante-iso-C15:0)","","forward only","",""
"APG3PATai170","acyl-phosphate:glycerol-3-phosphate acyltransferase (ante-iso-C17:0)","","forward only","",""
"APG3PATi140","acyl-phosphate:glycerol-3-phosphate acyltransferase (iso-C14:0)","","forward only","",""
"APG3PATi150","acyl-phosphate:glycerol-3-phosphate acyltransferase (iso-C15:0)","","forward only","",""
"APG3PATi160","acyl-phosphate:glycerol-3-phosphate acyltransferase (iso-C16:0)","","forward only","",""
"APG3PATi170","acyl-phosphate:glycerol-3-phosphate acyltransferase (iso-C17:0)","","forward only","",""
"APG3PATi180","acyl-phosphate:glycerol-3-phosphate acyltransferase (iso-C18:0)","","forward only","",""
"APH120","acylphosphatase (C12:0)","","forward only","",""
"APH140","acylphosphatase (C14:0)","","forward only","",""
"APH141","acylphosphatase (C14:1)","","forward only","",""
"APH150","acylphosphatase (C15:0)","","forward only","",""
"APH160","acylphosphatase (C16:0)","","forward only","",""
"APH161","acylphosphatase (C16:1)","","forward only","",""
"APH170","acylphosphatase (C17:0)","","forward only","",""
"APH180","acylphosphatase (C18:0)","","forward only","",""
"APH181","acylphosphatase (C18:1)","","forward only","",""
"APHai150","acylphosphatase (ante-iso-C15:0)","","forward only","",""
"APHai170","acylphosphatase (ante-iso-C17:0)","","forward only","",""
"APHi140","acylphosphatase (iso-C14:0)","","forward only","",""
"APHi150","acylphosphatase (iso-C15:0)","","forward only","",""
"APHi160","acylphosphatase (iso-C16:0)","","forward only","",""
"APHi170","acylphosphatase (iso-C17:0)","","forward only","",""
"APHi180","acylphosphatase (iso-C18:0)","","forward only","",""
"CLPNS120","cardiolipin synthase (n-C12:0)","R07390","reversible","",""
"CLPNS140","cardiolipin synthase (n-C14:0)","R07390","reversible","",""
"CLPNS141","cardiolipin synthase (n-C14:1)","R07390","reversible","",""
"CLPNS150","cardiolipin synthase (n-C15:0)","R07390","reversible","",""
"CLPNS160","cardiolipin synthase (n-C16:0)","R07390","reversible","",""
"CLPNS161","cardiolipin synthase (n-C16:1)","R07390","reversible","",""
"CLPNS170","cardiolipin synthase (n-C17:0)","R07390","reversible","",""
"CLPNS180","cardiolipin synthase (n-C18:0)","R07390","reversible","",""
"CLPNS181","cardiolipin synthase (n-C18:1)","R07390","reversible","",""
"CLPNSai150","cardiolipin synthase (ante-iso-C15:0)","R07390","reversible","",""
"CLPNSai170","cardiolipin synthase (ante-iso-C17:0)","R07390","reversible","",""
"CLPNSi140","cardiolipin synthase (iso-C14:0)","R07390","reversible","",""
"CLPNSi150","cardiolipin synthase (iso-C15:0)","R07390","reversible","",""
"CLPNSi160","cardiolipin synthase (iso-C16:0)","R07390","reversible","",""
"CLPNSi170","cardiolipin synthase (iso-C17:0)","R07390","reversible","",""
"CLPNSi180","cardiolipin synthase (iso-C18:0)","R07390","reversible","",""
"CLPNSII120","cardiolipin synthase II (n-C12:0)","R02030","forward only","",""
"CLPNSII140","cardiolipin synthase II (n-C14:0)","R02030","forward only","",""
"CLPNSII141","cardiolipin synthase II (n-C14:1)","R02030","forward only","",""
"CLPNSII150","cardiolipin synthase II (n-C15:0)","R02030","forward only","",""
"CLPNSII160","cardiolipin synthase II (n-C16:0)","R02030","forward only","",""
"CLPNSII161","cardiolipin synthase II (n-C16:1)","R02030","forward only","",""
"CLPNSII170","cardiolipin synthase II (n-C17:0)","R02030","forward only","",""
"CLPNSII180","cardiolipin synthase II (n-C18:0)","R02030","forward only","",""
"CLPNSII181","cardiolipin synthase II (n-C18:1)","R02030","forward only","",""
"CLPNSIIai150","cardiolipin synthase II (ante-iso-C15:0)","R02030","forward only","",""
"CLPNSIIai170","cardiolipin synthase II (ante-iso-C17:0)","R02030","forward only","",""
"CLPNSIIi140","cardiolipin synthase II (iso-C14:0)","R02030","forward only","",""
"CLPNSIIi150","cardiolipin synthase II (iso-C15:0)","R02030","forward only","",""
"CLPNSIIi160","cardiolipin synthase II (iso-C16:0)","R02030","forward only","",""
"CLPNSIIi170","cardiolipin synthase II (iso-C17:0)","R02030","forward only","",""
"CLPNSIIi180","cardiolipin synthase II (iso-C18:0)","R02030","forward only","",""
"DASYN120","CDP-diacylglycerol synthetase (n-C12:0)","R01799","forward only","",""
"DASYN140","CDP-diacylglycerol synthetase (n-C14:0)","R01799","forward only","",""
"DASYN141","CDP-diacylglycerol synthetase (n-C14:1)","R01799","forward only","",""
"DASYN150","CDP-diacylglycerol synthetase (n-C15:0)","R01799","forward only","",""
"DASYN160","CDP-diacylglycerol synthetase (n-C16:0)","R01799","forward only","",""
"DASYN161","CDP-diacylglycerol synthetase (n-C16:1)","R01799","forward only","",""
"DASYN170","CDP-diacylglycerol synthetase (n-C17:0)","R01799","forward only","",""
"DASYN180","CDP-diacylglycerol synthetase (n-C18:0)","R01799","forward only","",""
"DASYN181","CDP-diacylglycerol synthetase (n-C18:1)","R01799","forward only","",""
